model_fold_0_0,,,,forecast_fold_0_0,,,,,,model_fold_1_0,,,,forecast_fold_1_0,,,,,,model_fold_2_0,,,,forecast_fold_2_0,,,,,,model_fold_3_0,,,,forecast_fold_3_0,,,,,,model_fold_4_0,,,,forecast_fold_4_0,,,,,,model_fold_5_0,,,,forecast_fold_5_0,,,,,,model_fold_6_0,,,,forecast_fold_6_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.46320576,,,,,,,,,,27.46505747,,,,,,,,,,27.48253134,,,,,,,,,,27.49617175,,,,,,,,,,27.50850158,,,,,,,,,,27.49053812,,,,,,,,,,27.48919296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.33329617,,,,,,,,,,25.34548449,,,,,,,,,,25.32189637,,,,,,,,,,25.32084742,,,,,,,,,,25.30931575,,,,,,,,,,25.31440331,,,,,,,,,,25.29456183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.93845901,,,,,,,,,,22.94430181,,,,,,,,,,22.93985008,,,,,,,,,,22.9405262,,,,,,,,,,22.93553667,,,,,,,,,,22.94029804,,,,,,,,,,22.94687515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.77513336,,,,,,,,,,20.78865357,,,,,,,,,,20.76091271,,,,,,,,,,20.77528035,,,,,,,,,,20.77719625,,,,,,,,,,20.77872365,,,,,,,,,,20.78310908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.52193584,,,,,,,,,,18.5250987,,,,,,,,,,18.53958608,,,,,,,,,,18.53927359,,,,,,,,,,18.54085853,,,,,,,,,,18.5322629,,,,,,,,,,18.54078538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.33079937,,,,,,,,,,18.33725425,,,,,,,,,,18.35456145,,,,,,,,,,18.37000635,,,,,,,,,,18.38103073,,,,,,,,,,18.35980828,,,,,,,,,,18.35390962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11261858,,,,,,,,,,20.13781251,,,,,,,,,,20.10761496,,,,,,,,,,20.10509443,,,,,,,,,,20.07849582,,,,,,,,,,20.09258484,,,,,,,,,,20.07160721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.24082151,,,,,,,,,,23.25488894,,,,,,,,,,23.24817119,,,,,,,,,,23.2458723,,,,,,,,,,23.23091807,,,,,,,,,,23.24103978,,,,,,,,,,23.25064971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.04589178,,,,,,,,,,29.0605651,,,,,,,,,,29.06097058,,,,,,,,,,29.07038181,,,,,,,,,,29.0673839,,,,,,,,,,29.06373406,,,,,,,,,,29.07215813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.58307747,,,,,,,,,,37.60736351,,,,,,,,,,37.58236858,,,,,,,,,,37.59743734,,,,,,,,,,37.59222571,,,,,,,,,,37.5897177,,,,,,,,,,37.58589596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.62544692,,,,,,,,,,37.65498456,,,,,,,,,,37.64241572,,,,,,,,,,37.64923385,,,,,,,,,,37.63139654,,,,,,,,,,37.63510989,,,,,,,,,,37.63972418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.41116003,,,,,,,,,,33.42695737,,,,,,,,,,33.43501239,,,,,,,,,,33.45306367,,,,,,,,,,33.46298828,,,,,,,,,,33.43913882,,,,,,,,,,33.43883071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.11510084,,,,,,,,,,31.14488755,,,,,,,,,,31.13956932,,,,,,,,,,31.15446262,,,,,,,,,,31.14411939,,,,,,,,,,31.13293635,,,,,,,,,,31.11709031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10791297,,,,,,,,,,28.12373305,,,,,,,,,,28.13825727,,,,,,,,,,28.13340797,,,,,,,,,,28.11947826,,,,,,,,,,28.11021733,,,,,,,,,,28.09365607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.39381487,,,,,,,,,,28.40933682,,,,,,,,,,28.40460544,,,,,,,,,,28.42163011,,,,,,,,,,28.42415194,,,,,,,,,,28.41078705,,,,,,,,,,28.39533657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.98175251,,,,,,,,,,29.00326257,,,,,,,,,,28.97136165,,,,,,,,,,28.96874673,,,,,,,,,,28.94771981,,,,,,,,,,28.96005455,,,,,,,,,,28.94549774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.30666169,,,,,,,,,,27.30507722,,,,,,,,,,27.33810729,,,,,,,,,,27.33572855,,,,,,,,,,27.33783701,,,,,,,,,,27.32748389,,,,,,,,,,27.33989342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12026148,,,,,,,,,,26.12641886,,,,,,,,,,26.14237203,,,,,,,,,,26.14720727,,,,,,,,,,26.14628594,,,,,,,,,,26.13470088,,,,,,,,,,26.12101517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.71646692,,,,,,,,,,26.72952886,,,,,,,,,,26.703695,,,,,,,,,,26.6996823,,,,,,,,,,26.68252751,,,,,,,,,,26.69423823,,,,,,,,,,26.67536667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.96788791,,,,,,,,,,27.96915013,,,,,,,,,,27.95920894,,,,,,,,,,27.96052198,,,,,,,,,,27.96106062,,,,,,,,,,27.96546628,,,,,,,,,,27.9740521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.06373249,,,,,,,,,,30.07241224,,,,,,,,,,30.05423512,,,,,,,,,,30.06825381,,,,,,,,,,30.07425817,,,,,,,,,,30.07305738,,,,,,,,,,30.08229929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.51889325,,,,,,,,,,33.5397496,,,,,,,,,,33.52056291,,,,,,,,,,33.52595392,,,,,,,,,,33.51306383,,,,,,,,,,33.52110275,,,,,,,,,,33.52926308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.53549968,,,,,,,,,,33.55066902,,,,,,,,,,33.54861015,,,,,,,,,,33.56474068,,,,,,,,,,33.57102313,,,,,,,,,,33.55806091,,,,,,,,,,33.56682092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.46334752,,,,,,,,,,32.50121889,,,,,,,,,,32.4623554,,,,,,,,,,32.48860463,,,,,,,,,,32.48114761,,,,,,,,,,32.47820224,,,,,,,,,,32.47382727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.18570659,,,,,,,,,,29.22054009,,,,,,,,,,29.20910809,,,,,,,,,,29.21434083,,,,,,,,,,29.19375904,,,,,,,,,,29.19394752,,,,,,,,,,29.19769447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.34567723,,,,,,,,,,26.3769852,,,,,,,,,,26.3923186,,,,,,,,,,26.41639137,,,,,,,,,,26.41617722,,,,,,,,,,26.39223801,,,,,,,,,,26.3942035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.11976492,,,,,,,,,,24.16450295,,,,,,,,,,24.15692661,,,,,,,,,,24.16179119,,,,,,,,,,24.12931378,,,,,,,,,,24.12662373,,,,,,,,,,24.10213002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.00609517,,,,,,,,,,21.03623963,,,,,,,,,,21.03073204,,,,,,,,,,21.04435928,,,,,,,,,,21.03498975,,,,,,,,,,21.0215945,,,,,,,,,,21.00651213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.71543788,,,,,,,,,,19.74547244,,,,,,,,,,19.73837696,,,,,,,,,,19.74907713,,,,,,,,,,19.7355039,,,,,,,,,,19.72755646,,,,,,,,,,19.71379248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.27217003,,,,,,,,,,19.29762313,,,,,,,,,,19.30378964,,,,,,,,,,19.305141,,,,,,,,,,19.28632373,,,,,,,,,,19.28213029,,,,,,,,,,19.27192517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.94049463,,,,,,,,,,19.96425127,,,,,,,,,,19.9577705,,,,,,,,,,19.96862516,,,,,,,,,,19.95919673,,,,,,,,,,19.95228269,,,,,,,,,,19.94024286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8111734,,,,,,,,,,22.83536931,,,,,,,,,,22.82009679,,,,,,,,,,22.82467865,,,,,,,,,,22.80911043,,,,,,,,,,22.81058086,,,,,,,,,,22.80096351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.39219257,,,,,,,,,,30.43534333,,,,,,,,,,30.37487549,,,,,,,,,,30.40091804,,,,,,,,,,30.38587864,,,,,,,,,,30.39750963,,,,,,,,,,30.40000635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9196855,,,,,,,,,,37.9483932,,,,,,,,,,37.95248223,,,,,,,,,,37.95126072,,,,,,,,,,37.93169525,,,,,,,,,,37.93222733,,,,,,,,,,37.95137367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.34724574,,,,,,,,,,37.37642469,,,,,,,,,,37.39733404,,,,,,,,,,37.43687717,,,,,,,,,,37.45431677,,,,,,,,,,37.41433574,,,,,,,,,,37.41648138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.01794134,,,,,,,,,,34.0645453,,,,,,,,,,34.05881307,,,,,,,,,,34.05342072,,,,,,,,,,34.01070352,,,,,,,,,,34.01092716,,,,,,,,,,33.97456906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.08003834,,,,,,,,,,31.10405306,,,,,,,,,,31.10494091,,,,,,,,,,31.12380033,,,,,,,,,,31.12467602,,,,,,,,,,31.10361451,,,,,,,,,,31.08718977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.28635675,,,,,,,,,,29.31453095,,,,,,,,,,29.30779991,,,,,,,,,,29.30779579,,,,,,,,,,29.2842915,,,,,,,,,,29.28454236,,,,,,,,,,29.26471982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.55169686,,,,,,,,,,29.58092268,,,,,,,,,,29.55579299,,,,,,,,,,29.56865035,,,,,,,,,,29.55498476,,,,,,,,,,29.55757775,,,,,,,,,,29.55102218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7749916,,,,,,,,,,28.78898041,,,,,,,,,,28.79074984,,,,,,,,,,28.79458848,,,,,,,,,,28.79117697,,,,,,,,,,28.78243583,,,,,,,,,,28.78279931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.11992136,,,,,,,,,,27.12609352,,,,,,,,,,27.16209284,,,,,,,,,,27.17277886,,,,,,,,,,27.18153728,,,,,,,,,,27.15494205,,,,,,,,,,27.14963791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.89721248,,,,,,,,,,27.93242213,,,,,,,,,,27.88595859,,,,,,,,,,27.89687387,,,,,,,,,,27.87303452,,,,,,,,,,27.88343152,,,,,,,,,,27.85400274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12320945,,,,,,,,,,28.14106043,,,,,,,,,,28.11938626,,,,,,,,,,28.1133789,,,,,,,,,,28.09412653,,,,,,,,,,28.10795587,,,,,,,,,,28.11395798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.70829489,,,,,,,,,,28.72052596,,,,,,,,,,28.74010128,,,,,,,,,,28.75806256,,,,,,,,,,28.76650339,,,,,,,,,,28.750308,,,,,,,,,,28.76857551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.39679545,,,,,,,,,,30.42824658,,,,,,,,,,30.416624,,,,,,,,,,30.41981864,,,,,,,,,,30.39607744,,,,,,,,,,30.39832152,,,,,,,,,,30.38367871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.16417037,,,,,,,,,,31.1786206,,,,,,,,,,31.19414467,,,,,,,,,,31.19561349,,,,,,,,,,31.18785796,,,,,,,,,,31.17756696,,,,,,,,,,31.17214798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.95276161,,,,,,,,,,30.96745698,,,,,,,,,,30.99537791,,,,,,,,,,30.99082718,,,,,,,,,,30.97343629,,,,,,,,,,30.96746923,,,,,,,,,,30.95472663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.29264758,,,,,,,,,,29.30048943,,,,,,,,,,29.30584336,,,,,,,,,,29.29867764,,,,,,,,,,29.28490088,,,,,,,,,,29.28403374,,,,,,,,,,29.26104424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.25371962,,,,,,,,,,27.26960626,,,,,,,,,,27.22409993,,,,,,,,,,27.23412621,,,,,,,,,,27.22595948,,,,,,,,,,27.23922976,,,,,,,,,,27.23016596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.72736203,,,,,,,,,,24.72505285,,,,,,,,,,24.7311708,,,,,,,,,,24.71908443,,,,,,,,,,24.71298611,,,,,,,,,,24.71980751,,,,,,,,,,24.73626745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1283776,,,,,,,,,,23.13262335,,,,,,,,,,23.13767609,,,,,,,,,,23.16392327,,,,,,,,,,23.18546406,,,,,,,,,,23.16631382,,,,,,,,,,23.1766707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.39085862,,,,,,,,,,21.41592799,,,,,,,,,,21.38421444,,,,,,,,,,21.37961182,,,,,,,,,,21.35334667,,,,,,,,,,21.36866576,,,,,,,,,,21.35597362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.78403543,,,,,,,,,,18.78234311,,,,,,,,,,18.81316776,,,,,,,,,,18.81790677,,,,,,,,,,18.82841267,,,,,,,,,,18.81091341,,,,,,,,,,18.82343846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.09972898,,,,,,,,,,19.11608406,,,,,,,,,,19.11254323,,,,,,,,,,19.12451447,,,,,,,,,,19.12093362,,,,,,,,,,19.11235587,,,,,,,,,,19.09687645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.70069263,,,,,,,,,,19.71794096,,,,,,,,,,19.69828182,,,,,,,,,,19.69124101,,,,,,,,,,19.66946478,,,,,,,,,,19.68131701,,,,,,,,,,19.6687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.93626206,,,,,,,,,,22.95149712,,,,,,,,,,22.95419078,,,,,,,,,,22.95515112,,,,,,,,,,22.9404761,,,,,,,,,,22.94847681,,,,,,,,,,22.96017158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.35911576,,,,,,,,,,26.37766468,,,,,,,,,,26.35251052,,,,,,,,,,26.3648399,,,,,,,,,,26.36187148,,,,,,,,,,26.36169164,,,,,,,,,,26.36148288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.45351509,,,,,,,,,,31.47392905,,,,,,,,,,31.46479396,,,,,,,,,,31.47533444,,,,,,,,,,31.46971895,,,,,,,,,,31.46705089,,,,,,,,,,31.47439323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.67056559,,,,,,,,,,36.70906107,,,,,,,,,,36.66436582,,,,,,,,,,36.69293513,,,,,,,,,,36.68773811,,,,,,,,,,36.6861757,,,,,,,,,,36.68766582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8263887,,,,,,,,,,36.84824576,,,,,,,,,,36.86925775,,,,,,,,,,36.86876995,,,,,,,,,,36.85708597,,,,,,,,,,36.84462479,,,,,,,,,,36.85153017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.54606903,,,,,,,,,,33.55568701,,,,,,,,,,33.62511988,,,,,,,,,,33.63865402,,,,,,,,,,33.6486763,,,,,,,,,,33.60487415,,,,,,,,,,33.59156068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.30544084,,,,,,,,,,32.34854768,,,,,,,,,,32.30534559,,,,,,,,,,32.30651708,,,,,,,,,,32.26494672,,,,,,,,,,32.27834802,,,,,,,,,,32.22294148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.83163672,,,,,,,,,,30.83753522,,,,,,,,,,30.82492269,,,,,,,,,,30.81070445,,,,,,,,,,30.79464306,,,,,,,,,,30.80592322,,,,,,,,,,30.80144764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.26001289,,,,,,,,,,30.25631418,,,,,,,,,,30.26937671,,,,,,,,,,30.29142235,,,,,,,,,,30.31728861,,,,,,,,,,30.29594601,,,,,,,,,,30.30848641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.32473472,,,,,,,,,,29.34498107,,,,,,,,,,29.33281035,,,,,,,,,,29.32123675,,,,,,,,,,29.29074493,,,,,,,,,,29.30725261,,,,,,,,,,29.29539186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.18671173,,,,,,,,,,28.1901073,,,,,,,,,,28.19475501,,,,,,,,,,28.19987161,,,,,,,,,,28.2029785,,,,,,,,,,28.19772233,,,,,,,,,,28.20324416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.35658882,,,,,,,,,,28.36523507,,,,,,,,,,28.36480743,,,,,,,,,,28.36826835,,,,,,,,,,28.36439661,,,,,,,,,,28.36180315,,,,,,,,,,28.35836351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.86392107,,,,,,,,,,28.8670938,,,,,,,,,,28.88050109,,,,,,,,,,28.8759576,,,,,,,,,,28.87028887,,,,,,,,,,28.86686372,,,,,,,,,,28.86259356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.58480358,,,,,,,,,,30.58976678,,,,,,,,,,30.57770643,,,,,,,,,,30.58864828,,,,,,,,,,30.59457045,,,,,,,,,,30.58847681,,,,,,,,,,30.57958796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.84811377,,,,,,,,,,31.86190672,,,,,,,,,,31.82277488,,,,,,,,,,31.82911038,,,,,,,,,,31.82270012,,,,,,,,,,31.83310386,,,,,,,,,,31.830476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.26558629,,,,,,,,,,32.28172708,,,,,,,,,,32.24478745,,,,,,,,,,32.26604851,,,,,,,,,,32.27381275,,,,,,,,,,32.27492707,,,,,,,,,,32.29306324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.03372832,,,,,,,,,,30.05474415,,,,,,,,,,30.06845757,,,,,,,,,,30.0716194,,,,,,,,,,30.05942959,,,,,,,,,,30.05700707,,,,,,,,,,30.07611351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17082473,,,,,,,,,,26.18845799,,,,,,,,,,26.21153155,,,,,,,,,,26.23001688,,,,,,,,,,26.23724109,,,,,,,,,,26.20899467,,,,,,,,,,26.20259575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.92226619,,,,,,,,,,25.95768485,,,,,,,,,,25.94187447,,,,,,,,,,25.94632313,,,,,,,,,,25.91902774,,,,,,,,,,25.92045717,,,,,,,,,,25.89276316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.9195637,,,,,,,,,,23.94604858,,,,,,,,,,23.92956329,,,,,,,,,,23.93050854,,,,,,,,,,23.90919226,,,,,,,,,,23.91553268,,,,,,,,,,23.9074258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.97458952,,,,,,,,,,20.98723152,,,,,,,,,,20.98811626,,,,,,,,,,21.00237249,,,,,,,,,,21.00877797,,,,,,,,,,20.99404849,,,,,,,,,,20.99546878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.9341736,,,,,,,,,,18.94870591,,,,,,,,,,18.96880305,,,,,,,,,,18.96906158,,,,,,,,,,18.95904543,,,,,,,,,,18.94900012,,,,,,,,,,18.94041441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.97838165,,,,,,,,,,17.98538832,,,,,,,,,,18.00761301,,,,,,,,,,18.00456828,,,,,,,,,,17.99704507,,,,,,,,,,17.98595278,,,,,,,,,,17.96720261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
