Date,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-03-10 11:00:00,8.16,10.38,5.13,38.66,89.35,9.22,25.02,24.41,23.11,29.03
2021-03-10 12:00:00,8.05,10.68,5.22,38.74,90.75,7.96,25.05,24.69,23.48,31.29
2021-03-10 13:00:00,8.61,11.01,4.86,39.65,92.03,7.01,24.5,23.79,22.67,29.11
2021-03-10 14:00:00,8.84,10.71,4.71,38.38,88.81,7.84,23.66,22.4,23.71,30.4
2021-03-10 15:00:00,8.34,10.24,4.74,33.73,83.88,6.57,21.86,21.52,21.49,25.89
2021-03-10 16:00:00,7.44,10.32,4.51,31.83,81.45,6.76,21.51,20.39,22.94,28.53
2021-03-10 17:00:00,7.37,10.4,4.66,37.01,83.14,7.21,22.05,20.5,22.61,27.49
2021-03-10 18:00:00,6.42,10.6,5.06,41.1,89.28,9.18,23.25,22.67,20.6,25.96
2021-03-10 19:00:00,7.26,10.84,4.92,41.33,95.79,7.39,26.78,22.84,21.07,26.27
2021-03-10 20:00:00,6.87,10.81,4.95,39.57,95.58,9.08,28.0,23.0,19.68,25.39
2021-03-10 21:00:00,5.61,10.18,4.88,32.83,85.6,7.55,23.55,20.69,20.9,25.64
2021-03-10 22:00:00,3.28,9.43,4.17,32.1,77.09,6.41,21.16,18.46,20.29,23.09
2021-03-10 23:00:00,2.83,8.86,3.77,28.69,69.9,6.38,18.78,15.73,18.64,20.63
2021-03-11 00:00:00,2.35,8.59,3.47,27.79,61.23,6.15,15.05,13.64,17.2,18.91
2021-03-11 01:00:00,2.71,8.23,3.07,25.73,56.79,5.86,12.63,11.21,19.45,20.93
2021-03-11 02:00:00,4.22,8.54,2.82,,55.3,5.2,12.13,10.8,19.22,20.12
2021-03-11 03:00:00,4.04,8.31,2.72,25.52,55.45,5.03,11.88,11.0,19.38,20.66
2021-03-11 04:00:00,3.81,8.42,2.78,23.75,55.2,5.7,12.72,11.35,18.58,20.36
2021-03-11 05:00:00,3.9,8.55,3.18,23.68,58.76,5.26,13.67,12.29,19.28,21.44
2021-03-11 06:00:00,5.66,9.69,4.47,32.56,75.92,6.37,19.91,16.06,19.87,23.92
2021-03-11 07:00:00,10.06,11.25,5.62,47.49,105.03,11.86,29.88,25.26,21.39,27.48
2021-03-11 08:00:00,10.23,10.94,5.0,46.61,106.25,7.97,32.09,28.64,24.03,31.32
2021-03-11 09:00:00,10.17,10.78,5.18,41.19,98.22,6.39,28.56,26.93,23.59,30.74
2021-03-11 10:00:00,9.99,10.2,4.72,38.03,92.61,8.33,26.78,26.76,23.13,29.67
2021-03-11 11:00:00,8.06,10.43,4.78,38.13,88.74,6.89,22.74,25.33,23.04,28.97
2021-03-11 12:00:00,9.12,10.2,4.72,35.11,87.86,7.87,24.12,27.59,23.65,29.81
2021-03-11 13:00:00,8.87,11.08,4.71,36.03,91.1,7.41,23.87,29.22,23.06,30.37
2021-03-11 14:00:00,9.22,10.23,4.21,35.44,87.85,8.85,22.66,23.65,22.68,28.56
2021-03-11 15:00:00,8.78,10.15,4.4,35.27,82.01,7.6,22.1,20.99,22.91,28.48
2021-03-11 16:00:00,9.04,10.09,4.15,37.34,80.37,6.87,20.98,21.41,24.14,30.41
2021-03-11 17:00:00,9.48,10.14,4.51,39.13,82.64,6.94,22.05,21.88,23.49,29.83
2021-03-11 18:00:00,8.53,10.7,4.92,38.12,87.39,8.75,24.82,23.0,20.73,25.76
2021-03-11 19:00:00,7.91,10.84,5.08,38.99,92.36,7.99,25.96,23.06,20.34,25.26
2021-03-11 20:00:00,7.96,10.77,5.1,39.03,95.18,8.91,27.12,22.96,20.0,26.37
2021-03-11 21:00:00,6.61,10.08,5.02,37.23,84.33,8.03,24.73,20.35,18.73,25.2
2021-03-11 22:00:00,5.13,9.35,4.31,30.78,76.38,6.88,20.29,17.59,20.0,26.12
2021-03-11 23:00:00,4.66,8.78,3.75,31.27,69.95,5.87,18.35,15.06,18.64,23.52
2021-03-12 00:00:00,3.9,8.58,3.57,29.95,62.1,5.08,15.22,13.37,19.72,24.61
2021-03-12 01:00:00,3.94,8.32,3.25,25.21,56.15,5.19,13.21,11.25,17.04,20.99
2021-03-12 02:00:00,3.69,8.28,3.09,21.38,55.11,5.09,10.73,10.4,18.7,22.48
2021-03-12 03:00:00,3.56,8.54,3.02,22.39,54.53,4.6,10.28,10.3,18.29,22.12
2021-03-12 04:00:00,3.23,8.44,3.06,25.22,55.05,5.2,,10.55,19.41,24.08
2021-03-12 05:00:00,3.6,8.69,3.5,29.55,58.64,5.2,12.91,11.82,17.81,22.69
2021-03-12 06:00:00,4.24,9.65,4.47,36.15,73.7,5.94,18.85,16.07,19.07,25.43
2021-03-12 07:00:00,6.93,11.12,5.7,44.53,101.63,8.97,29.31,24.82,21.46,30.69
2021-03-12 08:00:00,8.89,10.96,5.37,41.26,103.38,8.45,30.98,26.81,22.82,32.64
2021-03-12 09:00:00,9.24,10.77,5.14,38.71,97.11,6.64,26.93,28.1,25.24,36.33
2021-03-12 10:00:00,9.2,10.12,4.79,36.3,91.96,8.47,,26.66,23.97,32.79
2021-03-12 11:00:00,10.3,10.06,4.89,36.74,88.74,7.55,,23.86,23.3,29.75
2021-03-12 12:00:00,10.75,9.7,4.81,41.02,,10.24,,24.28,21.91,28.47
2021-03-12 13:00:00,,9.7,4.65,,,,,,21.97,
2021-03-12 14:00:00,,,4.46,,,,,,,
2021-03-12 15:00:00,,,4.29,,,,,,,
2021-03-12 16:00:00,,,4.43,,,,,,,
2021-03-12 17:00:00,,,4.53,,,,,,,
2021-03-12 18:00:00,,,4.89,,,,,,,
2021-03-12 19:00:00,,,4.99,,,,,,,
2021-03-12 20:00:00,,,4.94,,,,,,,
2021-03-12 21:00:00,,,4.24,,,,,,,
2021-03-12 22:00:00,,,4.22,,,,,,,
2021-03-12 23:00:00,,,3.72,,,,,,,
2021-03-13 00:00:00,,,3.19,,,,,,,
2021-03-13 01:00:00,,,3.09,,,,,,,
2021-03-13 02:00:00,,,2.88,,,,,,,
2021-03-13 03:00:00,,,2.86,,,,,,,
2021-03-13 04:00:00,,,2.91,,,,,,,
2021-03-13 05:00:00,,,3.11,,,,,,,
2021-03-13 06:00:00,,,3.54,,,,,,,
2021-03-13 07:00:00,,,4.84,,,,,,,
2021-03-13 08:00:00,,,5.64,,,,,,,
2021-03-13 09:00:00,,,6.11,,,,,,,
2021-03-13 10:00:00,,,6.23,,,,,,,
2021-03-13 11:00:00,,,5.75,,,,,,,
2021-03-13 12:00:00,,,5.84,,,,,,,
2021-03-13 13:00:00,,,5.59,,,,,,,
2021-03-13 14:00:00,,,5.56,,,,,,,
2021-03-13 15:00:00,,,5.23,,,,,,,
2021-03-13 16:00:00,,,4.83,,,,,,,
2021-03-13 17:00:00,,,5.51,,,,,,,
2021-03-13 18:00:00,,,5.52,,,,,,,
2021-03-13 19:00:00,,,5.01,,,,,,,
2021-03-13 20:00:00,,,4.78,,,,,,,
2021-03-13 21:00:00,,,4.62,,,,,,,
2021-03-13 22:00:00,,,3.9,,,,,,,
2021-03-13 23:00:00,,,3.74,,,,,,,
2021-03-14 00:00:00,,,3.29,,,,,,,
2021-03-14 01:00:00,,,3.15,,,,,,,
2021-03-14 02:00:00,,,2.89,,,,,,,
2021-03-14 03:00:00,,,2.85,,,,,,,
2021-03-14 04:00:00,,,2.87,,,,,,,
2021-03-14 05:00:00,,,3.01,,,,,,,
2021-03-14 06:00:00,,,3.33,,,,,,,
2021-03-14 07:00:00,,,4.12,,,,,,,
2021-03-14 08:00:00,,,5.31,,,,,,,
2021-03-14 09:00:00,,,6.39,,,,,,,
2021-03-14 10:00:00,,,6.4,,,,,,,
2021-03-14 11:00:00,,,5.91,,,,,,,
2021-03-14 12:00:00,,,5.65,,,,,,,
2021-03-14 13:00:00,,,5.19,,,,,,,
2021-03-14 14:00:00,,,4.55,,,,,,,
2021-03-14 15:00:00,,,4.46,,,,,,,
2021-03-14 16:00:00,,,4.54,,,,,,,
2021-03-14 17:00:00,,,4.94,,,,,,,
2021-03-14 18:00:00,,,4.97,,,,,,,
2021-03-14 19:00:00,,,5.12,,,,,,,
2021-03-14 20:00:00,,,5.0,,,,,,,
2021-03-14 21:00:00,,,4.36,,,,,,,
2021-03-14 22:00:00,,,3.81,,,,,,,
2021-03-14 23:00:00,,,3.65,,,,,,,
2021-03-15 00:00:00,,,3.23,,,,,,,
2021-03-15 01:00:00,,,2.93,,,,,,,
2021-03-15 02:00:00,,,2.81,,,,,,,
2021-03-15 03:00:00,,,2.77,,,,,,,
2021-03-15 04:00:00,,8.66,2.84,,,,,,17.57,
2021-03-15 05:00:00,,8.74,3.03,,,,,,17.64,
2021-03-15 06:00:00,,9.64,4.24,,,,,22.61,19.09,
2021-03-15 07:00:00,,10.92,5.36,,,,,23.87,23.35,
2021-03-15 08:00:00,9.47,11.64,5.61,42.97,102.48,9.84,36.01,27.63,25.34,31.42
2021-03-15 09:00:00,10.92,11.2,5.43,44.11,99.38,9.05,31.24,27.72,21.89,29.55
2021-03-15 10:00:00,11.58,10.75,5.02,43.98,94.82,7.17,28.32,26.55,24.96,32.29
2021-03-15 11:00:00,10.21,10.44,4.92,36.8,90.24,7.53,25.69,24.5,29.52,37.31
2021-03-15 12:00:00,8.68,10.51,4.95,36.21,88.95,8.65,25.08,24.99,32.37,40.03
2021-03-15 13:00:00,9.29,10.34,4.94,39.19,89.18,,26.84,24.84,23.74,29.88
2021-03-15 14:00:00,10.01,10.27,4.83,40.26,,,,23.77,24.03,30.5
2021-03-15 15:00:00,9.69,10.24,4.4,34.15,,,,20.68,22.1,27.05
2021-03-15 16:00:00,8.44,,4.21,37.26,,,,20.6,25.8,34.68
2021-03-15 17:00:00,7.86,,4.82,,,,,21.22,,
2021-03-15 18:00:00,,,4.99,,,,,,,
2021-03-15 19:00:00,,,4.97,,,,,,,
2021-03-15 20:00:00,,,5.0,,,,,,,
2021-03-15 21:00:00,,,4.46,,,,,,,
2021-03-15 22:00:00,,,3.86,,,,,,,
2021-03-15 23:00:00,,,3.47,,,,,,,
2021-03-16 00:00:00,,,3.24,,,,,,,
2021-03-16 01:00:00,,,2.85,,,,,,,
2021-03-16 02:00:00,,,2.83,,,,,,,
2021-03-16 03:00:00,,,2.78,,,,,,,
2021-03-16 04:00:00,,8.84,2.75,,,,,,,
2021-03-16 05:00:00,,8.48,3.07,,,,,,,
2021-03-16 06:00:00,,9.5,4.16,,,,,,,
2021-03-16 07:00:00,,11.1,5.41,,,,,,,
2021-03-16 08:00:00,11.41,11.29,5.34,47.38,94.66,13.41,28.71,26.3,23.51,
2021-03-16 09:00:00,8.97,10.62,5.09,40.41,98.03,9.35,28.3,25.48,22.02,29.14
2021-03-16 10:00:00,8.81,10.73,4.92,41.96,93.09,13.72,28.07,30.13,25.41,32.89
2021-03-16 11:00:00,9.06,10.05,4.87,37.81,88.9,8.29,25.22,26.84,24.69,32.13
2021-03-16 12:00:00,9.82,10.59,4.93,39.6,87.74,12.93,24.34,28.07,24.25,31.54
2021-03-16 13:00:00,9.75,10.34,4.85,38.14,89.94,10.69,25.26,24.74,23.37,29.97
2021-03-16 14:00:00,10.03,10.22,4.4,33.69,84.98,8.27,24.87,22.41,24.04,29.34
2021-03-16 15:00:00,9.2,9.91,4.39,35.48,79.46,6.81,21.82,20.71,25.1,32.29
2021-03-16 16:00:00,7.04,9.96,4.43,37.02,78.95,7.39,23.0,19.94,25.54,32.68
2021-03-16 17:00:00,7.35,10.46,4.51,35.97,80.67,7.69,23.55,20.33,23.14,29.2
2021-03-16 18:00:00,7.69,10.21,5.21,40.65,86.23,7.47,23.91,21.27,21.82,27.01
2021-03-16 19:00:00,7.99,10.78,5.13,41.41,93.45,7.09,26.7,22.74,22.73,29.43
2021-03-16 20:00:00,8.23,10.91,5.15,38.14,93.34,8.6,26.99,23.85,21.42,27.62
2021-03-16 21:00:00,6.93,10.04,4.45,34.93,82.17,7.89,25.06,20.42,21.43,26.42
2021-03-16 22:00:00,5.9,9.42,3.82,33.97,73.7,7.72,21.26,17.93,22.01,26.05
2021-03-16 23:00:00,4.76,8.78,3.47,31.25,67.41,6.75,18.36,14.89,19.06,22.01
2021-03-17 00:00:00,4.33,8.44,3.25,25.94,59.34,6.42,15.82,12.6,17.81,19.71
2021-03-17 01:00:00,4.05,8.21,3.03,27.63,54.69,5.52,12.91,11.4,18.94,20.58
2021-03-17 02:00:00,3.64,8.17,2.87,28.63,52.53,5.39,13.11,10.87,18.95,20.18
2021-03-17 03:00:00,4.22,8.19,2.84,21.21,52.41,5.51,13.01,10.83,18.93,19.88
2021-03-17 04:00:00,3.63,8.44,2.86,21.4,53.08,6.06,13.26,10.84,17.6,19.03
2021-03-17 05:00:00,3.91,8.54,3.19,24.41,55.82,6.0,13.81,11.5,19.98,21.46
2021-03-17 06:00:00,4.67,9.36,4.38,32.34,71.88,6.4,18.27,16.63,20.73,25.12
2021-03-17 07:00:00,8.52,11.33,5.52,44.38,96.58,8.75,28.22,23.94,20.94,27.46
2021-03-17 08:00:00,9.66,11.38,5.4,46.11,108.46,7.88,27.83,28.2,22.19,29.24
2021-03-17 09:00:00,9.43,10.67,4.97,45.62,105.11,5.79,20.62,27.52,22.17,
2021-03-17 10:00:00,10.18,10.36,4.9,40.08,,,,,,
2021-03-17 11:00:00,9.33,10.21,4.84,36.34,,,,,,
2021-03-17 12:00:00,9.29,10.17,4.83,38.19,94.14,5.38,24.54,25.2,23.61,30.75
2021-03-17 13:00:00,9.2,10.3,4.87,36.92,91.5,7.35,24.55,25.17,25.52,32.59
2021-03-17 14:00:00,9.13,10.44,4.56,37.4,83.93,8.49,23.03,23.04,24.92,30.65
2021-03-17 15:00:00,8.21,10.34,4.36,36.05,79.58,7.06,21.73,20.63,23.26,27.43
2021-03-17 16:00:00,7.07,9.57,4.54,36.24,79.98,6.86,21.3,20.39,21.2,26.12
2021-03-17 17:00:00,6.54,10.32,4.59,34.7,80.61,8.45,21.62,21.06,22.62,27.99
2021-03-17 18:00:00,6.52,10.41,4.93,37.43,89.27,8.33,24.35,22.64,21.13,26.95
2021-03-17 19:00:00,6.93,10.59,5.24,40.44,92.89,8.84,26.58,23.28,21.27,27.33
2021-03-17 20:00:00,7.05,10.32,5.44,39.93,92.06,10.32,28.46,23.38,19.45,24.52
2021-03-17 21:00:00,6.45,10.12,4.84,38.72,82.7,7.7,23.43,20.82,22.27,26.06
2021-03-17 22:00:00,3.95,9.34,4.01,35.18,73.24,6.37,20.38,17.51,19.12,22.14
2021-03-17 23:00:00,2.4,8.81,3.6,33.89,68.15,5.96,17.62,15.33,20.22,22.71
2021-03-18 00:00:00,2.26,8.55,3.35,25.69,59.19,5.09,15.24,13.51,19.76,21.56
2021-03-18 01:00:00,8.65,8.22,3.1,20.79,53.95,5.65,13.41,12.34,19.16,20.07
2021-03-18 02:00:00,5.27,8.15,3.0,21.98,52.48,5.13,12.13,11.31,19.13,19.92
2021-03-18 03:00:00,4.48,8.28,2.97,24.99,52.62,4.78,10.4,10.63,18.58,19.45
2021-03-18 04:00:00,4.46,8.4,2.99,26.83,53.57,5.24,11.05,11.35,19.31,20.06
2021-03-18 05:00:00,4.41,8.53,3.23,28.26,55.79,5.33,12.85,12.25,19.32,20.55
2021-03-18 06:00:00,5.76,9.58,4.52,35.51,72.2,6.39,17.95,16.79,20.03,23.32
2021-03-18 07:00:00,10.28,11.18,5.44,45.65,98.25,7.59,28.67,24.79,25.12,29.76
2021-03-18 08:00:00,9.87,11.3,5.7,43.0,104.39,8.69,30.54,26.84,23.47,31.84
2021-03-18 09:00:00,8.49,10.73,5.16,41.64,99.82,8.22,28.28,26.74,24.25,30.76
2021-03-18 10:00:00,8.55,10.92,5.03,37.96,91.85,8.72,27.08,25.72,23.28,29.25
2021-03-18 11:00:00,8.36,10.42,4.74,37.1,88.02,7.3,23.95,25.52,26.31,31.6
2021-03-18 12:00:00,8.04,10.45,4.89,38.2,88.16,8.28,25.74,24.09,25.6,30.63
2021-03-18 13:00:00,8.44,10.31,4.84,38.36,88.45,8.99,24.57,24.89,23.06,30.71
2021-03-18 14:00:00,8.53,9.92,4.4,36.56,83.02,7.3,23.88,22.16,23.31,29.43
2021-03-18 15:00:00,8.22,9.86,4.41,34.17,79.79,8.14,21.19,21.63,24.3,29.04
2021-03-18 16:00:00,7.21,9.6,4.5,31.17,81.91,6.53,21.26,20.22,24.07,29.03
2021-03-18 17:00:00,7.22,10.13,4.66,36.53,86.31,7.06,22.33,20.47,23.23,28.53
2021-03-18 18:00:00,7.32,10.29,4.95,40.15,89.71,8.29,22.4,21.97,21.6,27.36
2021-03-18 19:00:00,6.88,11.13,4.9,40.77,93.75,10.58,25.05,23.53,21.0,25.84
2021-03-18 20:00:00,7.48,10.63,4.99,44.23,92.92,9.01,27.02,22.22,20.59,26.21
2021-03-18 21:00:00,6.2,9.96,4.39,37.82,84.02,8.65,23.96,21.0,22.2,26.16
2021-03-18 22:00:00,4.74,9.18,3.89,33.45,73.4,6.84,21.1,17.54,21.03,23.42
2021-03-18 23:00:00,3.94,8.86,3.44,25.89,67.81,7.07,19.47,16.1,19.54,21.34
2021-03-19 00:00:00,2.96,8.38,3.18,24.65,59.16,6.92,17.18,13.49,19.42,20.92
2021-03-19 01:00:00,3.03,8.3,2.97,24.82,55.01,6.03,14.89,11.71,18.36,18.81
2021-03-19 02:00:00,2.96,8.29,2.77,25.81,52.57,6.1,13.77,11.1,19.94,20.83
2021-03-19 03:00:00,4.53,8.36,2.76,26.92,52.3,6.04,13.83,10.62,20.45,20.58
2021-03-19 04:00:00,5.11,8.43,2.85,25.12,54.05,6.03,14.35,10.97,19.24,20.03
2021-03-19 05:00:00,4.53,8.77,3.12,28.74,56.75,6.11,15.19,12.64,21.82,22.89
2021-03-19 06:00:00,5.84,9.58,4.25,35.83,72.33,6.91,20.44,15.79,20.39,23.51
2021-03-19 07:00:00,9.71,11.24,5.41,40.71,98.3,8.56,29.81,23.48,22.27,28.6
2021-03-19 08:00:00,9.91,11.36,5.42,43.62,103.37,9.03,32.85,28.95,23.69,30.27
2021-03-19 09:00:00,9.08,10.75,5.34,39.76,96.37,8.15,29.78,27.11,25.5,30.74
2021-03-19 10:00:00,8.45,10.48,5.32,42.31,92.55,7.49,27.24,26.31,25.96,31.62
2021-03-19 11:00:00,8.94,10.67,4.63,38.3,87.22,8.19,25.97,24.63,25.41,31.32
2021-03-19 12:00:00,8.78,10.45,4.6,41.4,88.14,9.67,26.21,25.2,27.12,32.61
2021-03-19 13:00:00,8.32,11.22,4.9,39.57,89.54,7.24,27.08,24.75,27.75,32.97
2021-03-19 14:00:00,8.43,10.42,4.51,35.23,85.04,10.52,24.87,22.75,23.47,29.19
2021-03-19 15:00:00,7.8,9.97,4.18,33.2,81.38,7.3,22.48,21.73,24.64,27.87
2021-03-19 16:00:00,6.71,10.06,4.59,31.69,79.38,7.24,24.31,20.36,24.42,27.88
2021-03-19 17:00:00,6.4,10.45,4.42,36.74,83.43,6.96,22.96,20.77,23.28,27.57
2021-03-19 18:00:00,7.01,10.52,4.99,42.35,86.38,9.12,26.3,21.45,21.66,27.25
2021-03-19 19:00:00,7.52,10.33,5.01,40.74,91.14,7.89,27.74,22.63,22.33,27.83
2021-03-19 20:00:00,7.4,10.77,5.32,40.4,90.04,8.05,27.62,22.06,21.91,26.56
2021-03-19 21:00:00,5.98,9.97,4.32,32.85,78.98,6.8,25.34,19.79,20.09,23.78
2021-03-19 22:00:00,5.61,9.17,3.82,30.18,72.21,6.88,21.66,16.76,20.73,22.09
2021-03-19 23:00:00,4.74,9.23,3.51,30.94,66.33,6.21,19.47,15.79,18.64,20.71
2021-03-20 00:00:00,4.47,8.67,3.16,29.63,59.49,6.75,17.25,13.45,18.46,19.89
2021-03-20 01:00:00,4.09,8.43,3.11,27.51,54.84,5.45,14.65,11.96,18.9,20.39
2021-03-20 02:00:00,5.23,8.17,2.81,27.13,52.45,5.72,14.31,11.2,19.48,20.55
2021-03-20 03:00:00,5.39,8.42,2.86,27.06,52.1,5.61,13.6,10.63,18.61,19.76
2021-03-20 04:00:00,3.02,8.4,2.83,22.84,52.5,5.63,13.6,11.19,18.83,20.44
2021-03-20 05:00:00,2.93,8.5,2.98,21.54,54.71,5.32,14.14,11.55,18.05,19.87
2021-03-20 06:00:00,3.83,8.91,3.54,25.91,62.75,6.16,17.32,13.82,18.54,20.57
2021-03-20 07:00:00,6.72,10.23,4.69,36.89,78.82,7.81,22.7,19.9,19.45,24.74
2021-03-20 08:00:00,7.98,11.21,5.37,43.41,97.36,12.72,29.92,24.6,20.57,25.78
2021-03-20 09:00:00,7.44,11.58,6.32,49.47,105.51,12.7,35.14,27.78,22.26,27.86
2021-03-20 10:00:00,7.35,11.63,5.85,47.97,107.18,11.63,33.77,28.98,21.7,27.9
2021-03-20 11:00:00,8.08,11.24,5.56,42.96,101.55,11.91,30.79,26.25,21.78,27.71
2021-03-20 12:00:00,7.72,11.23,5.83,43.38,99.21,11.66,31.28,24.6,23.03,27.76
2021-03-20 13:00:00,7.82,11.55,5.63,43.62,97.45,12.46,30.56,23.84,21.02,26.42
2021-03-20 14:00:00,7.51,11.27,5.29,40.42,91.04,10.85,27.5,22.91,20.49,24.62
2021-03-20 15:00:00,7.16,10.44,4.85,41.17,85.69,11.75,25.71,20.32,21.11,24.36
2021-03-20 16:00:00,7.01,11.0,4.68,40.98,83.69,10.48,25.77,20.51,19.87,23.57
2021-03-20 17:00:00,6.25,10.57,4.67,37.17,86.44,8.66,26.21,20.93,18.86,23.01
2021-03-20 18:00:00,5.83,10.81,4.91,37.36,88.38,8.81,28.34,22.61,19.64,23.97
2021-03-20 19:00:00,6.24,10.95,5.24,38.66,90.15,7.57,27.29,22.19,19.8,24.34
2021-03-20 20:00:00,5.99,10.9,4.92,38.33,87.49,8.97,27.35,22.75,19.42,23.57
2021-03-20 21:00:00,5.87,9.74,4.17,36.44,80.34,7.18,24.62,19.17,19.56,22.02
2021-03-20 22:00:00,3.7,9.14,3.88,34.65,70.25,6.42,21.68,17.21,19.72,21.72
2021-03-20 23:00:00,3.26,9.29,3.56,30.49,66.51,7.65,19.4,15.8,17.25,19.77
2021-03-21 00:00:00,3.93,8.66,3.21,29.94,61.21,7.34,17.3,13.78,18.36,20.01
2021-03-21 01:00:00,4.25,8.5,3.17,22.34,56.07,6.33,14.85,12.09,19.03,20.34
2021-03-21 02:00:00,4.04,8.36,2.85,22.93,53.1,5.33,14.29,11.36,18.3,20.01
2021-03-21 03:00:00,3.83,8.32,2.78,23.08,52.46,5.04,13.9,10.85,17.91,18.47
2021-03-21 04:00:00,4.04,8.35,2.86,28.32,52.31,5.14,14.28,11.35,18.04,19.15
2021-03-21 05:00:00,4.78,8.4,2.95,27.17,53.85,5.81,14.22,11.08,17.43,18.66
2021-03-21 06:00:00,5.14,8.85,3.33,30.29,59.36,6.23,16.03,13.2,18.68,20.92
2021-03-21 07:00:00,7.02,10.06,4.36,36.03,72.18,7.15,20.7,16.57,18.84,21.88
2021-03-21 08:00:00,8.0,10.89,5.36,43.71,89.69,8.8,26.23,21.9,24.27,26.67
2021-03-21 09:00:00,8.09,12.12,6.12,46.25,106.13,10.21,32.84,25.94,22.74,27.3
2021-03-21 10:00:00,8.79,12.03,6.22,50.78,109.89,11.41,35.04,27.14,20.58,27.2
2021-03-21 11:00:00,7.59,12.23,6.1,47.14,106.24,12.05,32.31,26.68,20.31,27.0
2021-03-21 12:00:00,7.65,11.83,5.93,44.94,102.84,9.99,32.73,25.65,19.08,25.1
2021-03-21 13:00:00,7.26,11.22,5.44,46.39,98.05,10.4,31.74,24.23,20.31,25.52
2021-03-21 14:00:00,7.6,10.82,5.17,42.38,89.98,9.93,28.24,21.26,19.12,23.85
2021-03-21 15:00:00,7.13,10.42,5.12,38.76,83.9,8.43,26.6,20.44,20.98,25.0
2021-03-21 16:00:00,6.17,10.68,4.88,33.07,86.11,4.89,25.9,21.03,18.52,23.22
2021-03-21 17:00:00,6.34,10.62,4.82,,,,,22.18,18.6,
2021-03-21 18:00:00,,,5.04,,,,,,,
2021-03-21 19:00:00,,,4.98,,,,,,,
2021-03-21 20:00:00,,,5.13,,,,,,,
2021-03-21 21:00:00,,,4.79,,,,,,,
2021-03-21 22:00:00,,,4.07,,,,,,,
2021-03-21 23:00:00,,,3.58,,,,,,,
2021-03-22 00:00:00,,8.95,3.25,,,,,,,
2021-03-22 01:00:00,,8.61,3.06,,,,,,,
2021-03-22 02:00:00,,8.36,2.84,,,,,,,
2021-03-22 03:00:00,,8.44,2.88,,,,,,,
2021-03-22 04:00:00,3.53,8.57,2.89,,64.13,,26.3,11.66,19.01,21.48
2021-03-22 05:00:00,3.86,8.99,3.11,29.14,55.4,5.17,14.74,11.93,18.95,21.13
2021-03-22 06:00:00,5.74,9.8,4.39,31.98,71.84,7.34,20.07,16.53,21.78,25.53
2021-03-22 07:00:00,8.91,11.95,5.55,38.62,98.82,10.66,29.99,24.62,22.41,27.35
2021-03-22 08:00:00,9.65,12.29,5.79,42.75,104.65,7.35,32.88,28.55,25.63,32.13
2021-03-22 09:00:00,8.99,9.79,5.31,40.41,99.78,8.54,30.27,27.08,23.84,30.26
2021-03-22 10:00:00,9.21,8.86,4.92,41.79,93.24,7.98,28.19,25.65,24.11,30.81
2021-03-22 11:00:00,9.38,11.3,5.08,40.13,87.83,8.11,26.51,24.59,25.53,30.46
2021-03-22 12:00:00,9.66,10.86,4.75,35.39,88.23,7.91,25.84,25.54,24.68,31.21
2021-03-22 13:00:00,10.21,10.96,4.69,42.69,87.85,8.76,26.08,26.24,23.32,28.32
2021-03-22 14:00:00,10.51,10.65,4.65,38.51,83.2,7.62,25.49,22.64,25.77,32.01
2021-03-22 15:00:00,9.77,10.56,4.19,36.86,77.13,7.9,23.06,20.2,25.42,30.63
2021-03-22 16:00:00,8.59,10.06,4.4,36.97,78.58,7.36,24.57,19.89,26.84,31.29
2021-03-22 17:00:00,7.52,10.27,4.43,35.87,80.06,9.22,24.71,19.49,24.61,29.84
2021-03-22 18:00:00,7.34,10.44,4.49,37.37,86.46,7.99,25.83,21.84,23.37,28.14
2021-03-22 19:00:00,7.46,10.86,5.02,37.65,90.91,7.82,28.96,22.26,22.6,27.33
2021-03-22 20:00:00,8.17,10.89,5.29,43.34,92.29,8.5,28.29,21.66,20.38,25.83
2021-03-22 21:00:00,6.22,10.16,4.39,34.76,81.24,8.95,25.24,19.64,21.49,26.3
2021-03-22 22:00:00,5.11,9.5,3.88,31.7,70.95,6.34,21.26,17.36,20.4,23.41
2021-03-22 23:00:00,4.58,9.09,3.62,27.74,65.7,6.94,20.12,15.41,18.65,20.51
2021-03-23 00:00:00,4.04,8.73,3.14,23.81,57.75,5.22,16.44,13.03,17.84,19.14
2021-03-23 01:00:00,4.12,8.47,3.02,21.43,54.05,5.63,14.48,11.48,19.68,21.41
2021-03-23 02:00:00,15.91,8.45,2.92,19.88,51.87,5.32,13.46,10.91,18.86,19.76
2021-03-23 03:00:00,5.41,8.42,2.78,25.8,51.74,5.6,13.67,10.87,19.87,21.0
2021-03-23 04:00:00,4.5,8.46,2.87,26.69,52.03,5.4,13.76,10.98,20.09,21.69
2021-03-23 05:00:00,4.5,8.88,3.09,28.96,55.68,5.14,14.53,12.0,18.39,20.71
2021-03-23 06:00:00,6.52,10.12,4.3,35.87,71.25,6.26,18.49,16.72,19.68,24.09
2021-03-23 07:00:00,9.45,11.37,5.8,40.27,97.36,11.08,29.61,24.62,22.63,29.03
2021-03-23 08:00:00,10.21,11.89,5.54,42.77,103.09,8.48,31.78,27.84,24.78,30.78
