Date,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j,diurnal_dma_a,diurnal_dma_b,diurnal_dma_c,diurnal_dma_d,diurnal_dma_e,diurnal_dma_f,diurnal_dma_g,diurnal_dma_h,diurnal_dma_i,diurnal_dma_j,AIR_TEMP,AIR_HUMIDITY
2021-06-29 07:00:00,10.949895581203684,13.830222105678663,9.02,42.353374345877306,99.98275619592337,8.065140701975052,32.845532352380005,24.284817609645845,20.669957838939666,32.74010836146447,10.371290838809335,10.851920472791285,6.012755034128582,41.737506132658005,99.11640578970776,10.00167681465882,32.85046861599914,25.691259920043105,20.799114920483323,30.162018802194993,27.0,47.0
2021-06-29 08:00:00,11.879502331871624,14.08546484665989,8.54,41.49977330457866,100.91466928707189,8.103519003495652,34.60270108175547,27.66385666184304,21.897015809349952,34.450927322832946,10.947448508589027,10.950230818606864,5.75336884908643,41.41559470953995,100.0004858318164,9.330692382263871,33.11589704639257,28.700115030068268,22.699358444915674,32.44260959831723,28.3,40.0
2021-06-29 09:00:00,10.845662183550324,13.73240269327967,7.17,37.923733208737254,96.15373511667343,8.468839865669826,29.05585438031951,27.155749507534146,21.53926670067344,33.634110789758275,10.891436351287648,10.517698714547524,5.292489828956986,39.18166524681946,94.36715778541715,9.069039779962871,30.068737620232977,28.505073560810164,23.190132297241714,33.04549844604229,29.7,34.0
2021-06-29 10:00:00,10.973984637652537,12.30727558662697,6.77,37.2589128971578,89.54463100276357,6.894151991468926,29.56689765241178,26.410443412292455,21.47278434908798,33.08485535443219,10.750097500970822,9.987094984804585,4.833972202614556,36.996676567348146,88.17706989348999,9.048611921023927,27.646516511592324,27.507699794015046,23.671687633963224,32.85544909603551,29.7,35.0
2021-06-29 11:00:00,11.151554666092931,11.539373013799118,6.52,34.41965087764706,86.92312097882277,7.170610968556788,27.472425372266066,25.40398391590636,21.185059774941564,31.97776151933094,10.48825671882596,9.629822766890861,4.612050194110057,35.191859024875946,84.46285617751897,8.938037432523371,26.070773692773116,25.9727088142391,23.551832868887686,32.40668417063404,29.2,40.0
2021-06-29 12:00:00,10.905979664038282,11.28011905212793,6.23,33.77784384739328,86.42191491881486,7.239900483101514,24.69241308923234,26.06758498238287,21.590119266419023,31.986543649656582,10.370059828405168,9.63573201796878,4.494227446059246,35.218985009439294,85.01978202606986,8.796599918963674,25.780843254820127,26.014675160180285,22.43746291953369,31.118525709069225,28.3,52.0
2021-06-29 13:00:00,10.499830680708538,11.24441883894002,5.9,36.9702336547431,85.41442130414397,6.120757089912493,26.168476797526253,25.564449263959567,22.078546201102718,32.73442424822388,10.446714398813286,9.733913812717752,4.523875046648471,36.21646276299123,85.42681718065693,9.422812347418501,26.54375674045062,26.211674289303943,23.61609770449407,31.556686309598366,28.0,59.0
2021-06-29 14:00:00,10.47446470623608,11.120648467941354,5.59,34.49018918885522,83.18437226798152,6.488855676345998,23.25752859704254,23.90857551749419,22.45377508013068,32.49371554932594,10.54972026908436,9.546981335113381,4.2735132154262985,35.009990593332866,82.0615151158914,8.954945576376968,25.151895014025207,24.571223444545854,23.931996642987027,31.681750843611656,28.2,64.0
2021-06-29 15:00:00,10.055709231498,10.994164550819802,5.32,36.299245207378775,81.45549233095618,6.320462541468545,23.038876692366347,22.62011868802124,21.957715035535045,31.963416491435638,10.146116918961042,9.495908865077281,4.201441814985305,34.01494542523693,79.12756437634549,8.804387840187568,24.088944682439816,23.22024830405156,23.350562910978134,30.851980495002557,27.9,71.0
2021-06-29 16:00:00,9.931298767628238,11.519314833187739,5.56,34.65595634623452,80.76937263793755,5.397859617710002,21.519895091045402,23.442779059244554,22.25243055928381,32.41803402032598,9.369422369666093,9.587750967659519,4.271274860796277,34.08188902365316,78.46328238494293,8.488678685740219,23.978018273400437,23.050757153873164,22.740247145320318,30.786560934936876,27.9,70.0
2021-06-29 17:00:00,10.228617192296845,11.86950415015174,6.53,37.96103021411329,84.47697324300997,7.141711637313552,26.76099961380826,23.268078648743934,21.523153948153965,32.765141882207345,9.060268368835054,9.894470211196294,4.663674327551267,34.900609356646534,79.73769905295148,8.95738491401081,24.855909125423395,23.18512318700125,21.42231050472017,29.53235217148404,29.1,60.0
2021-06-29 18:00:00,10.508433158191998,13.52823259224697,8.4,38.76966156082258,89.74878976346707,6.966458249169982,28.80751723612066,23.07879966969984,19.066264025900278,29.519869314376148,9.30946960745295,10.523406456600702,5.204776119402985,37.5443177470163,84.21605879387712,8.87439945308847,26.899260614960287,23.334864574998054,20.239197970535823,28.31179756476045,28.8,62.0
2021-06-29 19:00:00,10.739765951397588,16.41160328616234,10.8,41.84734580675922,94.16592166810567,7.279248251406556,31.761722228708003,23.486562918916874,19.875841024850835,30.519732801634927,9.679316483415965,11.213307511733767,5.816268656716418,40.02514215417374,90.21796190227136,9.301060163758587,29.450550719313583,23.858578837784606,20.14650508992315,28.61976751836712,29.7,55.0
2021-06-29 20:00:00,11.730551669689994,16.589717836872268,11.21,42.08704789485517,96.36982076626927,7.615201143407312,31.181757026071573,23.162789065777787,19.334029619789575,31.066364444631454,9.921713922801757,11.025219669207049,5.811940298507462,40.147765300057884,91.67265444889699,8.970913629598648,30.157619330027746,23.805224162788182,19.634388501787907,27.807787865604446,28.4,69.0
2021-06-29 21:00:00,10.079973269994875,14.461471288847981,9.11,36.71102642640128,89.37240805570653,7.043164546446863,27.45762043508911,21.424821708406053,19.18721638794954,28.52888182136541,8.731655222914414,10.012344172232341,5.037313432835821,35.73777651382689,84.20899116501054,8.44744064220233,27.434459148868598,21.384639692531138,18.878913677432084,26.132849675901454,27.8,71.0
2021-06-29 22:00:00,9.802315516419954,12.022284883961714,6.82,31.90132899906534,81.72950967865506,7.089707936712607,26.848726586535893,19.121483315015436,18.868550604905913,27.59602479599406,7.634682798623958,9.007795296775548,4.161641791044776,31.119124313418883,75.30372402505456,7.6394130080619504,24.264027939720954,18.769721299230298,18.655650009028445,24.988260944404924,28.0,73.0
2021-06-29 23:00:00,9.15021631190944,10.56599631296308,6.22,30.26233615712557,76.52502471316114,6.144112826740389,24.0421917480676,18.089850587749513,17.906136145243803,25.63939985777581,7.121048004655364,8.40083576586512,3.71044776119403,28.57227367398695,69.04126902556958,7.227760809373484,22.18121887614523,16.992389376048806,18.29830053948125,23.433700280576513,28.5,49.0
2021-06-30 00:00:00,9.539028204058217,9.89374288177994,5.17,28.283430709354207,69.97922640871172,6.206564392534611,20.642071236090583,16.065070713964694,17.88072678079878,25.87423562177085,6.654761614985944,7.928861834056416,3.17044776119403,25.599717265828136,60.317600394159875,6.642309932281091,19.410086664753415,14.230223195307794,17.781092748822207,21.944582819630444,27.9,54.0
2021-06-30 01:00:00,8.848438084835676,8.772262985088407,4.09,26.674550969050497,65.47553419666345,5.917830546629101,20.20918058586049,14.655223928309237,16.96348663516247,23.416574915792086,6.196137379860114,7.535946276232413,2.888059701492537,23.94588868126548,55.43485871935319,6.277220478639897,17.043097229883152,12.357192824571202,17.433783382614365,21.272031694074986,28.0,52.0
2021-06-30 02:00:00,6.3965683579940205,8.592876216196581,4.06,29.220727838411513,64.26060279335783,6.132705757104605,18.78628365591464,16.483573550912492,17.580004546726443,25.95617757106457,6.108219941131019,7.553723424840795,2.828805970149254,23.894709459879255,53.23714194070247,6.170457354743508,15.898447997007374,11.529777705703777,17.484985629625946,21.42589702695669,27.1,56.0
2021-06-30 03:00:00,7.774077912334754,8.68298675811008,3.88,28.387339252381246,62.63265701215369,5.929739544901137,18.505210014939095,16.317383198680808,17.94718079325627,25.97358148173263,6.006516351152841,7.578007758060751,2.7867164179104478,23.31971277557805,53.00861962700996,6.148042898784837,15.866107232593981,11.323633956271086,17.68410031193263,21.85421877297284,26.3,65.0
2021-06-30 04:00:00,10.81,9.44,3.35,20.38,58.86,6.126294035272457,17.212414494713993,10.96,15.63,24.32,6.082292661432796,7.63174475970764,2.81044776119403,23.466215849363575,53.599577284255346,6.172072553035481,16.356986846902924,11.438687613336278,17.237724839144008,21.504987253914592,26.0,64.0
2021-06-30 05:00:00,6.62,10.17,4.77,26.87,63.15,5.39,21.13,11.79,16.87,22.5,6.620178348205654,7.967073997579627,3.384179104477612,25.736882748388435,57.256864320228715,6.473543875707337,18.34857006021934,12.725430809215485,17.364720434765562,21.884715363431763,25.6,67.0
2021-06-30 06:00:00,11.06,12.26,7.27,32.77,78.97018392002317,6.24,26.71,17.61,19.44,28.64,8.36128851198617,9.346848128448752,4.791492537313433,32.755833222306656,73.34888977451199,7.849185986410153,23.822391904913047,17.071053924295523,18.71110727814072,26.053511118950002,25.0,68.0
2021-06-30 07:00:00,11.58,14.71,9.39,42.24811017951385,107.7,8.71,35.52,25.64,21.66,33.18,10.483221587155505,10.859921338333136,5.970298507462687,41.33479519474789,98.85666414034905,9.904156032457509,32.51135373794233,25.486328557098016,20.956292072307747,30.52939713548051,25.6,65.0
2021-06-30 08:00:00,12.3,14.31,9.53,48.55,101.7104624147793,7.45,36.18,30.11,23.61,34.9,10.840864519502588,10.886288313123051,5.777462686567164,41.34767718923925,99.53894035989727,9.1788786441478,32.9136826355297,28.479947165427337,22.450677983033547,32.26937038377081,25.9,61.0
2021-06-30 09:00:00,11.86,13.11,7.61,37.55,96.76,7.23,31.55,29.81,22.67,33.4,10.754643573306444,10.43241302441076,5.375522388059701,39.61890481314692,94.53949174922434,9.0154055602318,30.57734169040143,28.508224087790527,22.812396951556565,32.53647085274985,26.2,58.0
2021-06-30 10:00:00,10.97,11.87,7.06,39.16,91.28,6.34,30.03,28.35,21.95,32.01,10.52707607345661,10.03055817704183,4.883174786802306,37.400984568255936,88.74402365937576,8.556770533695287,28.003115399614746,27.121339995935934,23.32718836228217,32.66797325441131,26.7,54.0
2021-06-30 11:00:00,10.66,12.82,7.15,32.36,89.04,6.04,27.7,27.94,22.28,33.0,10.335287137110486,9.758759819829427,4.696257754648775,35.755150264562,85.06952482377613,8.335129730692096,26.41394067361529,25.850064374305887,23.57566399609887,32.12661324704983,26.7,52.0
2021-06-30 12:00:00,12.11,11.36,6.37,30.57,90.38,5.64,27.1,27.09,22.19,32.22,10.495653372097253,9.63305486432343,4.638294661686446,35.976763406067086,85.28258338727136,8.235124065570846,26.46549811780857,26.035011045559298,22.981977790271333,31.274459742457058,26.3,60.0
2021-06-30 13:00:00,11.58,11.13,5.38,37.07,90.54,6.213403728870296,25.59,27.05,22.19,31.47,10.477330907696786,9.693948244814077,4.453351666878334,36.41442073516219,85.5009235994512,8.196880220446241,26.3668837082979,26.096532574684332,23.61007695587628,31.52748260494391,26.3,59.0
2021-06-30 14:00:00,11.07,11.31,5.39,33.8,87.0,4.69,22.78,25.83,21.85,30.98,10.584774233471512,9.544753225289357,4.301117015890505,35.23292793532082,82.01650392833889,8.329175879379692,25.306674730206925,24.50006505162041,23.641909702406267,31.325671341754,26.4,58.0
2021-06-30 15:00:00,12.39,11.67,5.38,35.39,82.73,4.55,21.79,23.88,22.71,30.7,10.217089227375569,9.425965073440254,4.31199394157213,33.750315549181714,78.9397858235869,8.204497432480224,24.00850119431379,23.05618945405627,22.63265275837753,29.621814995280342,27.1,56.0
2021-06-30 16:00:00,10.64,12.98,4.77,35.71,83.52,6.280756936152937,22.91,23.42,23.81,32.26,9.60744835250337,9.594158324094513,4.317829519466338,33.4010056971712,78.5167195233385,7.979417946700098,24.15791932574617,22.824678064281024,22.33664822456433,30.017678401001053,27.3,48.0
2021-06-30 17:00:00,10.23,12.97,6.13,38.86,86.46,4.7,24.31,23.9,21.06,30.58,9.203741852786486,9.91031344328477,4.758208955223881,34.86704537365471,80.05423588755268,8.52416032026647,24.993289447850085,22.882719191920465,21.11848878467066,28.9896470107867,27.8,50.0
2021-06-30 18:00:00,11.65,14.19,8.19,37.91,91.57,4.89,24.98,23.92,19.78,30.28,9.340066665314891,10.62936362304481,5.443432835820896,37.6352761098996,84.51927443587724,8.824789080801366,27.037739100147732,23.492197218035102,20.539847975008946,28.676588309217493,28.2,46.0
2021-06-30 19:00:00,11.76,17.44,10.36,43.88,96.7,6.28,33.08,25.15,18.97,29.72,9.97404349230023,11.466976674008828,5.94102164682775,40.17685772871234,90.02581813684604,9.17289672490755,29.784055925865264,24.16160003267663,20.081810638664287,28.645190195539005,28.1,49.0
2021-06-30 20:00:00,13.08,17.2,11.06,44.06,98.41,6.54,33.94,23.9,18.9,30.26,10.112939188648744,11.25404440034908,5.9083582089552245,40.273087986694065,91.58544573966424,8.994681747057019,30.77130633732149,23.699710413983603,19.750843469883268,27.938467794838495,27.9,49.0
2021-06-30 21:00:00,10.67,14.44,8.71,38.01,92.64,6.03,30.96,21.16,18.95,28.24,8.845685688988505,10.15307611846311,5.178507462686567,35.82249554889997,84.5273059675502,8.333145736545896,27.973536310250754,21.400195591705586,19.081685890185227,26.276692478282726,27.2,50.0
2021-06-30 22:00:00,9.75,11.43,5.71,34.51,81.33,5.32,26.73,19.08,17.34,25.07,7.6660042374385355,9.10505892430122,4.155136507267834,30.85517045695663,75.51890177480364,7.343374794520638,24.38884899267179,18.910291169265438,18.91874957952565,25.281975926707112,26.6,52.0
2021-06-30 23:00:00,8.65,9.8,4.83,26.29,76.0,4.8,21.68,16.97,17.23,24.25,7.096939039439203,8.453561955582172,3.803962397880519,28.35719673901595,69.0766037721501,6.953893001257804,22.227547333786394,17.09081933663292,18.743809607581117,23.996478795797454,24.7,59.0
2021-07-01 00:00:00,9.23,9.72,3.62,25.56,65.01,4.97,17.75,13.95,17.0,21.96,6.410715586275283,7.9551721549815015,3.1492604919880822,25.536640116169064,60.429699855592474,6.633330221998648,19.369420408077833,14.360754859700794,17.580091043334686,22.0228111720209,22.9,68.0
2021-07-01 01:00:00,6.91,8.66,3.29,24.41,59.34,4.09,18.01,11.24,15.7,20.29,6.014888516240991,7.564841289704932,2.9061554167379566,24.44075709838515,55.273682562043255,6.354182523170485,17.09845889932751,12.51952866164946,17.419358985734316,21.32955718344119,23.5,66.0
2021-07-01 02:00:00,4.81,8.71,3.4,23.98,56.5,4.44,14.43,11.15,15.61,19.94,6.093458515646454,7.6062577036347605,2.862948143929928,23.959622749529746,53.3055172472188,6.209978315231586,16.04033500262312,11.626977084812207,17.277402396637598,21.083947188854477,23.6,63.0
2021-07-01 03:00:00,5.46,8.79,3.11,20.64,55.03,4.15,13.63,10.76,16.46,20.36,6.298299208921293,7.612192197839761,2.68771984147544,23.259665129458917,52.925323529180915,6.118262680306825,15.79988937265685,11.28874881867823,17.720037804560338,21.691632442703362,23.3,60.0
2021-07-01 04:00:00,6.27,9.01,3.17,24.12,55.66,4.34,14.54,10.46,15.8,21.55,6.089056587798826,7.682537313432836,2.7739125659689168,23.41322946446622,53.59988418150557,6.2078133347677635,16.219062458110795,11.532256922383963,17.411534575280356,21.576380964568543,23.4,57.0
2021-07-01 05:00:00,5.77,9.53,3.66,27.43,61.88,3.77,18.0,11.88,16.63,22.62,6.586432739488749,8.035404432871701,3.3594106930302834,25.877979984916653,57.54408537661995,6.434112390236236,18.333555783371533,12.667549373115113,17.743067620455975,22.343252891235895,22.4,60.0
2021-07-01 06:00:00,7.33,12.46,5.41,32.44,80.37,6.25,23.93,17.64,17.28,26.46,8.185116226482307,9.415009649326503,4.831641791044777,32.96548422517223,73.69114635326123,7.875195774070226,23.95882912210209,17.03240893476872,19.178833141762894,26.3703342953755,22.8,59.0
2021-07-01 07:00:00,10.56,12.87,7.17,42.82,101.96,8.42,30.36,24.77,22.28,33.58,10.351237792824948,10.8989696994452,5.9707462686567165,41.663579798915634,99.00094268016065,9.850930264267499,32.81908595020371,25.578833950169734,21.194480416740397,30.514650444759788,23.9,52.0
2021-07-01 08:00:00,12.44,13.55,7.22,43.54,102.6,8.69,33.62,29.4,25.19,35.62,10.721216173957643,10.893760300946461,5.820294117647059,41.37996657138371,99.7775728812016,9.219591108456166,33.175130418282315,28.413461986345208,22.554030507623665,32.19209499684102,24.6,51.0
2021-07-01 09:00:00,12.05,13.19,5.63,39.12,95.67,7.72,28.48,28.79,22.69,34.07,10.689538013772106,10.44415718741077,5.420537186589134,39.2837666512338,94.05499249566118,8.927061246487112,30.443690137808986,28.169263862736084,22.847088320125746,32.44910211007422,25.5,51.0
2021-07-01 10:00:00,12.34,12.17,6.02,38.98,90.93,6.94,25.39,27.94,22.94,35.09,10.52227546813535,9.953823529411764,4.87624163675594,37.28142503570507,88.29906641538021,8.527988209400279,27.752166594652543,27.449883656162108,23.257412098680273,32.53852592826678,26.3,52.0
2021-07-01 11:00:00,12.75,11.96,5.86,39.36,85.27,5.43,25.01,25.42,20.56,31.38,10.315679419892831,9.778970588235294,4.653023986600068,35.435405041745945,84.61888029891303,8.338407597085679,26.027131399228857,25.857910182223403,23.278967328150816,31.936517538435396,26.8,54.0
2021-07-01 12:00:00,11.58,12.06,5.99,36.84,88.61,6.39,22.72,27.97,20.45,31.09,10.28794117647059,9.722113718267062,4.697632896789572,35.594454431568444,84.95058823529412,8.641887752489918,25.845290351955175,26.019691627039563,22.406617647058823,31.09118979059454,25.7,71.0
2021-07-01 13:00:00,12.66,11.71,5.51,42.25,86.84,5.85,23.75,26.46,23.48,34.89,10.47643317851518,9.858976409561341,4.531288421602943,36.16131126355886,85.35264705882354,8.372111612331306,26.319475359736323,26.06533834083497,23.37157393538842,31.37472682989738,25.9,59.0
2021-07-01 14:00:00,12.34,11.02,4.62,32.3,82.37,5.94,22.68,24.66,21.76,31.52,10.512123891593873,9.657217197919593,4.368382352941176,35.09525905519626,81.99102707803804,8.398768409241445,25.336627015464547,24.585602311603495,23.17359978541114,31.06573231798772,25.0,54.0
2021-07-01 15:00:00,9.71,10.35,4.26,38.72,77.88,5.54,21.32,21.66,20.83,28.46,10.000038638338163,9.613545112667174,4.288988819977834,34.18769251693543,78.73954737528982,8.209104151324642,24.023208494778114,22.832159684957706,22.838139383556022,29.897313944958164,20.2,71.0
2021-07-01 16:00:00,9.0,11.67,4.64,32.86,79.57,5.07,22.34,23.0,22.81,31.28,9.248361509702063,9.71835070546237,4.345882352941176,34.4258647649961,78.17012657812545,7.79607000435198,24.073379388293073,22.781323905988796,22.91963822302342,30.62819002309344,22.7,64.0
2021-07-01 17:00:00,9.92,12.51,5.08,35.04,81.34,5.36,22.45,22.92,21.46,30.27,9.02778042780464,10.109005818051871,4.716323529411764,34.95741303457114,79.7716130156762,8.421284387608248,24.82245840685282,23.108902375320536,21.249187895378874,29.033652638065362,24.4,56.0
2021-07-01 18:00:00,8.89,13.89,5.71,35.5,84.65,5.4,24.1,22.79,19.19,27.21,9.286005006078225,10.668925811736315,5.3655456377244,37.526606851141494,84.09218881829918,8.678722416359133,26.582717511942842,23.41573811567753,20.771796966184997,28.90452519932131,25.2,51.0
2021-07-01 19:00:00,8.73,14.39,6.57,43.56,87.22,5.32,27.7,23.21,21.26,29.26,9.770931186611127,11.399865739368126,5.799827226315358,39.88683076274834,88.98391418017147,9.081649256866287,29.32559960996238,23.693900657753037,20.307128980304245,28.931725329545547,25.1,47.0
2021-07-01 20:00:00,10.22,14.18,6.33,39.78,88.93,7.04,27.67,22.09,18.23,26.15,9.947946850363504,11.077472031953667,5.728481628619161,40.619609250450914,90.40037308832386,9.131767764313972,29.911543556667656,23.442825623948394,19.549173085225036,27.62302527536054,25.1,50.0
2021-07-01 21:00:00,8.63,13.25,6.07,33.51,87.12,6.86,25.19,19.81,19.22,27.51,8.586749253665507,10.07807702870725,5.074025372611025,35.694337577161235,84.01464064463532,8.465361350537744,27.20913389096816,21.24535417378203,18.797434797540646,26.07116861805552,24.7,50.0
2021-07-01 22:00:00,8.75,11.34,4.92,30.67,77.37,7.55,23.53,17.75,19.64,27.09,7.426664639490626,9.081356060559187,4.176323529411765,30.93252534518308,74.95349961116831,7.420349155840981,24.245336901816962,18.784561483094897,18.607058542846385,24.80944082949456,23.4,53.0
2021-07-01 23:00:00,9.81,10.09,5.06,30.33,73.06,4.93,20.46,16.33,17.42,23.23,6.951470040737687,8.523363025970788,3.866911764705882,28.66443134803613,69.3175650420297,6.949233738550148,22.152612705280262,16.99519347751586,18.2544378636286,23.56693123245101,23.9,46.0
2021-07-02 00:00:00,8.13,8.91,3.54,24.93,63.08,5.66,17.11,13.1,15.87,20.54,6.303011394607353,8.027891101918215,3.2661764705882352,25.89786967484819,60.67941925817748,6.6938251494010315,19.400860272919672,14.341378876365392,17.575360385748766,21.95764199104217,24.1,47.0
2021-07-02 01:00:00,6.94,8.24,3.19,23.66,57.79,5.04,17.74,11.09,16.06,20.44,5.8821965504645135,7.606966110692173,2.929264705882353,24.489979834486725,55.44698662389418,6.425177333123597,17.328311210172608,12.43933751956514,17.40537235502062,21.264061329268113,23.6,50.0
2021-07-02 02:00:00,5.84,8.66,3.16,24.32,54.17,5.17,15.11,10.66,15.58,19.81,5.862088998832339,7.597167785210155,2.8194117647058823,23.416253011028598,53.05670447688677,6.199518229504891,15.967090198878903,11.581429491844274,17.236301214946643,21.139412798554474,23.4,46.0
2021-07-02 03:00:00,8.14,9.06,3.07,23.26,53.74,4.09,16.01211702098662,10.49,15.34,20.61,6.57376452162939,7.616589866538427,2.7519773528981246,23.020459374597955,52.92099688653892,6.158691489760608,15.800768912531389,11.271226044844363,17.417915327512986,21.496440080885325,22.9,45.0
2021-07-02 04:00:00,6.89,9.28,2.79,22.76,54.07,4.2,16.08,10.65,15.71,21.08,6.125285605538658,7.708137734041924,2.7511054465603637,23.451113836810745,53.61392977497162,6.108379400625007,16.38844956529088,11.458980554757266,17.237253047096328,21.359994081994422,22.9,45.0
2021-07-02 05:00:00,6.55,9.56,4.09,26.43,60.09,4.85,18.8,11.85,17.28,23.67,6.5848793087858155,8.025275285490167,3.3567647058823527,26.244570441790426,57.36527154815832,6.413778559945983,18.263933879440184,12.754970866538715,17.53320993244502,21.981564643668886,22.5,46.0
2021-07-02 06:00:00,8.51,12.08,6.31,33.98,76.63,5.29,24.1,16.58,18.03,26.18,8.08094129150159,9.50133780860783,4.765476029938305,33.2951404381908,73.66557503539521,7.9539933727049075,23.81819908215876,17.184964284269867,18.895,25.944946980814677,22.2,47.0
2021-07-02 07:00:00,11.55,12.88,7.27,41.68,97.28,7.24,29.26,23.52,19.83,29.48,10.226740211560587,10.881719475110895,5.963744805852689,41.47291679203592,98.65322817623507,10.157537125703593,32.24700099726631,25.319145795455853,21.01985294117647,30.089810171676945,22.3,46.0
2021-07-02 08:00:00,10.51,13.43,7.04,37.91,100.02,7.7,29.4,28.73,20.18,30.78,10.820294117647059,10.924264705882353,5.768956462363513,41.6716381708098,100.15632352941176,9.454302863283418,32.87826955336255,28.654179359929643,23.069289141987714,32.450294117647054,22.4,48.0
2021-07-02 09:00:00,10.52,12.64,5.93,36.12,93.71,8.37,29.24,28.09,22.36,33.31,10.80556864211995,10.463970588235293,5.3155882352941175,39.55470588235294,94.78009051511968,9.219261353735206,30.63717544256296,28.549947502500373,23.151562869883694,32.84220588235294,22.6,49.0
2021-07-02 10:00:00,10.6,12.87,5.91,39.73,96.35,5.64,26.38,26.87,22.38,32.43,10.676897896848706,10.016029411764706,4.8424832988318505,37.16063782587001,89.27239729690818,8.628579953262816,28.101776130798548,27.457776984361175,23.28609715018239,32.476260574065186,23.3,47.0
2021-07-02 11:00:00,11.67,11.86,6.33,36.63,91.19,7.42,25.31,25.75,22.94,30.6,10.306745235329782,9.735294117647058,4.731954194308883,35.306675943977346,85.67634600313589,8.53406104682475,26.521786493351925,26.111369760384605,23.523270999077166,32.09951026052851,25.5,38.0
2021-07-02 12:00:00,10.66,11.65,6.85,35.72,84.85,5.43,24.02,27.68,23.11,30.67,10.167883367136191,9.718970588235294,4.621783527949866,35.4315990754319,85.25382352941176,8.35316862424768,25.993154966128664,26.079507394470564,23.11279411764706,31.58617647058824,26.1,35.0
2021-07-02 13:00:00,12.16,11.14,5.75,38.13,87.96,6.19,24.78,27.25,20.64,30.27,10.363618511485598,9.801733957867045,4.525993162832692,37.028057265353006,85.87764705882353,8.552923428729661,26.42624420730635,25.933718624952512,23.153395478247305,31.492823558318452,25.6,44.0
2021-07-02 14:00:00,12.57,11.44,5.15,36.09,84.45,5.11,23.0,25.3,19.87,31.36,10.378790203411867,9.694948865382116,4.373676470588236,35.24763217383036,83.07969531269023,8.686803616716695,25.694790242483926,24.54398987861221,22.787556568614256,30.977906095690347,25.5,51.0
2021-07-02 15:00:00,11.45,11.14,5.78,37.27,82.57,6.36,21.96,22.94,21.62,31.01,9.919098498973431,9.65110758114024,4.413823529411765,34.438133863274196,80.3677066692057,8.206872018618688,24.688414921077,23.197388891992272,21.792247174879485,29.351346958065193,25.8,53.0
2021-07-02 16:00:00,11.85,12.03,5.39,35.54,82.08,6.06,22.13,23.76,19.54,29.26,9.080929521965714,9.69862790578562,4.422205882352941,34.60002729046997,79.83232444763632,8.28168523749019,24.687629176014,22.866222135824685,21.81760456683171,29.58758263644048,26.0,53.0
2021-07-02 17:00:00,12.01,13.56,6.41,38.69,87.69,4.92,24.87,24.73,22.16,31.38,8.777687584097443,9.977975882539788,4.76514705882353,35.111505354051715,80.84817319101798,8.346060210672395,25.457449790692323,22.91881090330528,20.739035568157746,28.472537360873424,26.1,49.0
2021-07-02 18:00:00,10.44,14.59,8.94,43.75,88.71,5.47,26.97,23.93,18.92,30.22,8.95817159733724,10.508268465638638,5.27014705882353,37.18134122609804,84.53920993347505,8.630198564915938,26.783342105803797,22.8514845349976,19.955683688014382,27.92948574504817,26.3,51.0
2021-07-02 19:00:00,10.59,17.66,9.28,49.04,92.41,6.45,28.64,23.01,18.35,29.21,9.502032713328372,11.14868979284374,5.526900114739278,39.754434653906685,87.5435293272995,9.099081349609538,28.322001006882935,23.20976319306207,19.769405238105122,27.972598751183376,26.6,48.0
2021-07-02 20:00:00,12.18,16.35,9.91,43.81,92.13,8.86,28.42,22.05,17.69,28.35,9.589430399947515,10.81206930446096,5.402653414645787,39.31218524254524,87.24347972201932,8.982966211110691,28.396344137364274,22.33546615415518,19.15923144689311,27.157191291193094,26.6,45.0
2021-07-02 21:00:00,10.31,15.24,8.64,35.12,81.47,7.81,24.88,18.41,17.89,26.75,8.536681601229766,9.828585776773997,4.831323529411765,34.42281326846943,80.33662566512636,8.342818731108373,26.109346630450467,20.09734825752673,18.38211897400976,25.361176868321778,26.0,53.0
2021-07-02 22:00:00,8.46,11.99,5.84,28.97,72.75,6.07,20.52,15.75,18.01,25.99,7.392259898377255,8.992047044236411,4.1157352941176475,30.228047020713014,72.95972220723996,7.482222226594144,23.33557278043597,17.976395196058448,18.14968330192035,24.2401601448237,25.4,44.0
2021-07-02 23:00:00,8.15,11.21,5.63,27.46,76.74,8.07,23.56,17.97,17.61,24.74,6.899874693902607,8.576618637931666,3.939117647058824,28.320815438898215,68.73024414936992,7.034459238327504,21.991119979922644,16.724400632315778,18.176427031998358,23.26764224571048,24.9,45.0
2021-07-03 00:00:00,7.84,10.52,4.18,25.09,65.23,5.53,19.02,14.28,16.25,20.75,6.332660163243681,8.107139261205104,3.2772058823529413,25.68716305760517,61.43760991471183,6.693459117996619,19.637780989210498,14.540175600929937,17.274915320907905,21.647759513794,24.2,48.0
2021-07-03 01:00:00,6.65,9.21,3.39,25.51,60.11,5.31,17.34,12.61,16.14,20.67,6.142556208449363,7.682461999528874,3.0032352941176472,24.16344955160335,56.62221794459899,6.46711624614085,17.6498944869955,12.926753519247482,17.076168239343964,21.037980183847665,24.0,50.0
2021-07-03 02:00:00,4.98,9.27,2.98,23.63,55.69,5.34,15.5,11.14,17.1,21.25,6.241190469018935,7.659419471254222,2.884264705882353,23.68535141569895,53.87545085184382,6.25318316111174,16.193331494686223,11.704385450589637,16.733160635873087,20.677471631773056,23.7,49.0
