Date,RAIN_DEPTH,AIR_TEMP,AIR_HUMIDITY,WIND_SPEED
08/04/2021 04:00,0,4.9,59,10
08/04/2021 05:00,0,5.8,57,8
08/04/2021 06:00,0,6.1,56,12
08/04/2021 07:00,0,6.2,53,15
08/04/2021 08:00,0,6.8,51,15
08/04/2021 09:00,0,8.1,51,12
08/04/2021 10:00,0,9.2,40,10
08/04/2021 11:00,0,9.4,42,8
08/04/2021 12:00,0,9.6,41,8
08/04/2021 13:00,0,9.5,46,9
08/04/2021 14:00,0,9.9,47,12
08/04/2021 15:00,0,10.3,48,13
08/04/2021 16:00,0,10.5,55,14
08/04/2021 17:00,0,10.3,56,21
08/04/2021 18:00,0,10.7,50,16
08/04/2021 19:00,0,10.8,42,9
08/04/2021 20:00,0,10.3,48,6
08/04/2021 21:00,0,9.7,44,6
08/04/2021 22:00,0,9.4,42,6
08/04/2021 23:00,0,9,46,9
09/04/2021 00:00,0,8.6,45,12
09/04/2021 01:00,0,7.5,56,9
09/04/2021 02:00,0,8.1,48,12
09/04/2021 03:00,0,8.4,49,10
09/04/2021 04:00,0,8.6,47,10
09/04/2021 05:00,0,8.5,49,13
09/04/2021 06:00,0,8.3,51,8
09/04/2021 07:00,0,7.6,63,3
09/04/2021 08:00,0,9.6,49,8
09/04/2021 09:00,0,10.6,48,8
09/04/2021 10:00,0,12,49,8
09/04/2021 11:00,0,11.4,58,8
09/04/2021 12:00,0,11.4,61,15
09/04/2021 13:00,0,11.7,74,20
09/04/2021 14:00,0,12.4,63,24
09/04/2021 15:00,0,12.5,68,22
09/04/2021 16:00,0,12,69,22
09/04/2021 17:00,0,11.8,73,30
09/04/2021 18:00,0,12.4,69,22
09/04/2021 19:00,0,12.3,67,18
09/04/2021 20:00,0,12.8,51,16
09/04/2021 21:00,0,12.5,53,9
09/04/2021 22:00,0,12.2,50,8
09/04/2021 23:00,0,11.6,54,10
10/04/2021 00:00,0,11.3,59,9
10/04/2021 01:00,0,11.1,66,8
10/04/2021 02:00,0,10.8,67,9
10/04/2021 03:00,0,10.9,68,6
10/04/2021 04:00,0,11,69,6
10/04/2021 05:00,0,11.2,69,9
10/04/2021 06:00,0,11.2,70,10
10/04/2021 07:00,0,10.8,72,12
10/04/2021 08:00,0,10.9,74,11
10/04/2021 09:00,0,11.7,65,10
10/04/2021 10:00,0,12.5,58,11
10/04/2021 11:00,0,12.4,60,12
10/04/2021 12:00,0,12.1,73,15
10/04/2021 13:00,0,12.3,73,17
10/04/2021 14:00,0,12,,18
10/04/2021 15:00,0,12.2,,19
10/04/2021 16:00,0,12.6,,16
10/04/2021 17:00,0,13.5,,14
10/04/2021 18:00,0,13.3,69,21
10/04/2021 19:00,0,13.6,61,19
10/04/2021 20:00,0,13.8,50,15
10/04/2021 21:00,0,13.6,55,9
10/04/2021 22:00,0,13.5,60,9
10/04/2021 23:00,0,13.2,63,10
11/04/2021 00:00,0,13.1,67,10
11/04/2021 01:00,0,13,70,8
11/04/2021 02:00,0.1,11.6,77,13
11/04/2021 03:00,0,11.6,80,8
11/04/2021 04:00,0,12,77,6
11/04/2021 05:00,0.1,11.7,79,12
11/04/2021 06:00,0.2,10.9,71,10
11/04/2021 07:00,1,10,82,5
11/04/2021 08:00,1.2,10.2,88,3
11/04/2021 09:00,0.5,10.4,87,4
11/04/2021 10:00,0.4,11,85,8
11/04/2021 11:00,0,11.6,83,8
11/04/2021 12:00,0,11.9,81,13
11/04/2021 13:00,0.3,11.6,85,13
11/04/2021 14:00,0.1,11.8,84,12
11/04/2021 15:00,0,12.4,80,14
11/04/2021 16:00,0,12.7,79,9
11/04/2021 17:00,0.1,12.9,80,10
11/04/2021 18:00,0.2,12.9,82,8
11/04/2021 19:00,0.2,12.6,85,7
11/04/2021 20:00,0.4,12.3,88,6
11/04/2021 21:00,0.1,12.6,86,8
11/04/2021 22:00,0.1,12.9,85,5
11/04/2021 23:00,0.4,12.5,89,5
12/04/2021 00:00,0,13.1,86,8
12/04/2021 01:00,0,13.3,85,8
12/04/2021 02:00,0.1,13.4,85,7
12/04/2021 03:00,0.1,13.2,85,10
12/04/2021 04:00,1.3,12.7,86,13
12/04/2021 05:00,0.4,13.1,83,12
12/04/2021 06:00,0,13.1,79,16
12/04/2021 07:00,0.1,12.7,80,14
12/04/2021 08:00,0,12.6,84,16
12/04/2021 09:00,0,12.7,83,18
12/04/2021 10:00,1.7,12.4,86,14
12/04/2021 11:00,1.1,12.4,85,19
12/04/2021 12:00,1.1,12.5,86,17
12/04/2021 13:00,0.6,12.9,84,17
12/04/2021 14:00,1,12.9,86,14
12/04/2021 15:00,1.6,13.1,88,10
12/04/2021 16:00,1.2,13.3,88,9
12/04/2021 17:00,0.2,13.5,89,9
12/04/2021 18:00,0,13.5,88,10
12/04/2021 19:00,0,13.7,85,9
12/04/2021 20:00,0,13.3,85,14
12/04/2021 21:00,0,13.7,82,12
12/04/2021 22:00,0,13.8,82,15
12/04/2021 23:00,0.1,13.7,82,17
13/04/2021 00:00,1.9,13.1,86,16
13/04/2021 01:00,2.2,11.3,75,16
13/04/2021 02:00,5.8,8.7,87,47
13/04/2021 03:00,5.1,7.6,86,60
13/04/2021 04:00,5.4,7.3,86,62
13/04/2021 05:00,4.4,7,88,59
13/04/2021 06:00,1.8,6.9,87,65
13/04/2021 07:00,0.8,7.4,76,66
13/04/2021 08:00,0.7,7.5,75,67
13/04/2021 09:00,0,7.5,72,64
13/04/2021 10:00,0,7.5,71,62
13/04/2021 11:00,0,7.4,70,48
13/04/2021 12:00,0,7.4,70,31
13/04/2021 13:00,0,7.6,69,19
13/04/2021 14:00,0,8.1,65,15
13/04/2021 15:00,0,8.9,61,15
13/04/2021 16:00,0,9,61,16
13/04/2021 17:00,0,9,59,17
13/04/2021 18:00,0,8.8,59,21
13/04/2021 19:00,0,8.7,61,19
13/04/2021 20:00,0,8.5,63,26
13/04/2021 21:00,0,8.5,62,28
13/04/2021 22:00,0,8.4,62,23
13/04/2021 23:00,0,7.9,62,24
14/04/2021 00:00,0,8.1,62,21
14/04/2021 01:00,0,7.8,64,19
14/04/2021 02:00,0,7.9,63,19
14/04/2021 03:00,0,7.8,68,12
14/04/2021 04:00,0,7.6,63,12
14/04/2021 05:00,0,7.1,65,10
14/04/2021 06:00,0,6.3,75,6
14/04/2021 07:00,0,6.4,81,4
14/04/2021 08:00,0,7.9,75,4
14/04/2021 09:00,0,8.5,73,3
14/04/2021 10:00,0,8.7,71,7
14/04/2021 11:00,0,9,70,10
14/04/2021 12:00,0,9.2,76,14
14/04/2021 13:00,0,9.4,77,14
14/04/2021 14:00,0,10.5,53,14
14/04/2021 15:00,0,11.2,41,14
14/04/2021 16:00,0,10.8,47,20
14/04/2021 17:00,0,11.1,38,13
14/04/2021 18:00,0,11.8,38,6
14/04/2021 19:00,0,12.2,38,10
14/04/2021 20:00,0,11,47,9
14/04/2021 21:00,0,10.8,50,6
14/04/2021 22:00,0,10,54,10
14/04/2021 23:00,0,9.7,54,9
15/04/2021 00:00,0,8.9,57,10
15/04/2021 01:00,0,8.1,54,13
15/04/2021 02:00,0,7.8,54,13
15/04/2021 03:00,0,8,52,13
15/04/2021 04:00,0,7.4,55,10
15/04/2021 05:00,0,7.1,53,9
15/04/2021 06:00,0,7,55,9
15/04/2021 07:00,0,6.8,53,12
15/04/2021 08:00,0,7.6,54,11
15/04/2021 09:00,0,8.4,45,9
15/04/2021 10:00,0,10,40,8
15/04/2021 11:00,0,10.5,37,10
15/04/2021 12:00,0,9.9,40,13
15/04/2021 13:00,0,10.4,45,21
15/04/2021 14:00,0,10.7,,19
15/04/2021 15:00,0,11.3,,19
15/04/2021 16:00,0,11.4,,18
15/04/2021 17:00,0,11.4,51,20
15/04/2021 18:00,0,11.4,52,21
15/04/2021 19:00,0,11.1,53,20
15/04/2021 20:00,0,11,57,15
15/04/2021 21:00,0,10.2,56,13
15/04/2021 22:00,0,9.9,54,8
15/04/2021 23:00,0,9.2,60,6
16/04/2021 00:00,0,8.5,59,8
16/04/2021 01:00,0,8.3,63,7
16/04/2021 02:00,0,8,64,5
16/04/2021 03:00,0,8.1,56,6
16/04/2021 04:00,0,8.6,45,10
16/04/2021 05:00,0,8.7,44,10
16/04/2021 06:00,0,8.2,43,12
16/04/2021 07:00,0,8.1,43,10
16/04/2021 08:00,0,9,39,16
16/04/2021 09:00,0,10.4,38,10
16/04/2021 10:00,0,11.8,36,12
16/04/2021 11:00,0,11.8,35,7
16/04/2021 12:00,0,11.7,41,13
16/04/2021 13:00,0,11.6,41,19
16/04/2021 14:00,0,11.4,,22
16/04/2021 15:00,0,11.6,,23
16/04/2021 16:00,0,11.7,,23
16/04/2021 17:00,0,11.9,,21
16/04/2021 18:00,0,12,57,18
16/04/2021 19:00,0,12,58,15
16/04/2021 20:00,0,11.9,60,10
16/04/2021 21:00,0,11.6,60,5
16/04/2021 22:00,0,10.7,63,6
16/04/2021 23:00,0,10.3,66,7
17/04/2021 00:00,0,10.3,45,11
17/04/2021 01:00,0,10,44,9
17/04/2021 02:00,0,9.9,49,19
17/04/2021 03:00,0,9.4,51,29
17/04/2021 04:00,0,9.5,47,30
17/04/2021 05:00,0,8.8,50,34
17/04/2021 06:00,0,8.8,46,14
17/04/2021 07:00,0,8.6,51,13
17/04/2021 08:00,0,9.1,51,19
17/04/2021 09:00,0,9.9,49,17
17/04/2021 10:00,0,11.1,45,16
17/04/2021 11:00,0,11.2,49,35
17/04/2021 12:00,0,11.9,45,31
17/04/2021 13:00,0,12.8,42,34
17/04/2021 14:00,0,13.2,42,30
17/04/2021 15:00,0,13.6,39,31
17/04/2021 16:00,0,13.7,40,31
17/04/2021 17:00,0,14,39,27
17/04/2021 18:00,0,14,40,27
17/04/2021 19:00,0,13.1,42,26
17/04/2021 20:00,0,12.2,46,23
17/04/2021 21:00,0,11.6,50,14
17/04/2021 22:00,0,11.2,53,10
17/04/2021 23:00,0,11,55,17
18/04/2021 00:00,0,10.7,59,15
18/04/2021 01:00,0,10.5,57,14
18/04/2021 02:00,0,10.5,57,14
18/04/2021 03:00,0,10.3,59,17
18/04/2021 04:00,0,10,59,14
18/04/2021 05:00,0,9.8,59,23
18/04/2021 06:00,0,9.7,59,15
18/04/2021 07:00,0,9.7,60,14
18/04/2021 08:00,0,10.2,58,17
18/04/2021 09:00,0,10.8,56,22
18/04/2021 10:00,0,11.2,54,30
18/04/2021 11:00,0,11.6,49,30
18/04/2021 12:00,0,11.9,49,18
18/04/2021 13:00,0,12.4,46,17
18/04/2021 14:00,0,12.4,47,17
18/04/2021 15:00,0,12.6,46,18
18/04/2021 16:00,0,12.7,47,24
18/04/2021 17:00,0,12.6,49,22
18/04/2021 18:00,0,12.4,51,23
18/04/2021 19:00,0,12.5,47,18
18/04/2021 20:00,0,12.2,46,16
18/04/2021 21:00,0,11.7,54,9
18/04/2021 22:00,0,11.3,56,13
18/04/2021 23:00,0,11.1,56,14
19/04/2021 00:00,0,10.9,60,12
19/04/2021 01:00,0,10.8,57,12
19/04/2021 02:00,0,11,59,14
19/04/2021 03:00,0,10.6,60,14
19/04/2021 04:00,0,10.4,61,12
19/04/2021 05:00,0,10.2,63,16
19/04/2021 06:00,0,10,64,15
19/04/2021 07:00,0,9.6,63,9
19/04/2021 08:00,0,10,61,8
19/04/2021 09:00,0,11.4,57,8
19/04/2021 10:00,0,10.8,66,13
19/04/2021 11:00,0,11.2,69,15
19/04/2021 12:00,0,11.4,67,14
19/04/2021 13:00,0.1,11.8,63,10
19/04/2021 14:00,0,11.7,69,8
19/04/2021 15:00,0,12.6,69,8
19/04/2021 16:00,0,13,69,10
19/04/2021 17:00,0,11.6,69,14
19/04/2021 18:00,0.1,11.9,67,14
19/04/2021 19:00,0,11.8,73,6
19/04/2021 20:00,0,10.9,78,24
19/04/2021 21:00,0,11.1,71,13
19/04/2021 22:00,0,10.9,76,6
19/04/2021 23:00,0,10.7,76,5
20/04/2021 00:00,0,10.4,81,4
20/04/2021 01:00,0,10.1,73,5
20/04/2021 02:00,0,9.4,80,5
20/04/2021 03:00,0,8.9,86,3
20/04/2021 04:00,0,8.4,87,3
20/04/2021 05:00,0,8.8,82,4
20/04/2021 06:00,0,8.5,84,3
20/04/2021 07:00,0,9.3,80,3
20/04/2021 08:00,0,10.8,75,2
20/04/2021 09:00,0,10.5,78,3
20/04/2021 10:00,0,10.5,75,7
20/04/2021 11:00,0,11.4,,5
20/04/2021 12:00,0,12.1,,4
20/04/2021 13:00,0,11.9,,8
20/04/2021 14:00,0,13.3,,6
20/04/2021 15:00,0,13.2,62,9
20/04/2021 16:00,0,13.2,65,9
20/04/2021 17:00,0,13.2,68,7
20/04/2021 18:00,0,13.2,65,7
20/04/2021 19:00,0,14.2,56,9
20/04/2021 20:00,0,13.4,67,8
20/04/2021 21:00,0,13.4,62,10
20/04/2021 22:00,0,13.3,56,7
20/04/2021 23:00,0,12.5,61,7
21/04/2021 00:00,0,12,69,6
21/04/2021 01:00,0,11.5,69,5
21/04/2021 02:00,0,11.5,74,4
21/04/2021 03:00,0,11.2,74,3
21/04/2021 04:00,0,11.1,75,5
21/04/2021 05:00,0,10.9,75,4
21/04/2021 06:00,0,10.7,71,5
21/04/2021 07:00,0,11,66,5
21/04/2021 08:00,0,12.7,58,4
21/04/2021 09:00,0,11.6,72,8
21/04/2021 10:00,0,12,,9
21/04/2021 11:00,0,12.7,,14
21/04/2021 12:00,0,12.8,69,17
21/04/2021 13:00,0,13,,17
21/04/2021 14:00,0,13.5,,19
21/04/2021 15:00,0,14.8,68,10
21/04/2021 16:00,0,15,65,11
21/04/2021 17:00,0,14.6,66,11
21/04/2021 18:00,0,14.9,67,12
21/04/2021 19:00,0,13.9,77,11
21/04/2021 20:00,0,13.8,76,8
21/04/2021 21:00,0,13.2,75,23
21/04/2021 22:00,0,13.1,70,5
21/04/2021 23:00,0,12.6,76,4
22/04/2021 00:00,0,12.4,75,6
22/04/2021 01:00,0,12.3,75,8
22/04/2021 02:00,0,12.2,73,8
22/04/2021 03:00,0,12.4,67,8
22/04/2021 04:00,0,11.8,71,4
22/04/2021 05:00,0,11.3,76,4
22/04/2021 06:00,0,11.4,71,4
22/04/2021 07:00,0,11.5,70,5
22/04/2021 08:00,0,12.7,68,7
22/04/2021 09:00,0,13,71,5
22/04/2021 10:00,0,13.1,75,9
22/04/2021 11:00,0,13.5,,13
22/04/2021 12:00,0,13.9,,12
22/04/2021 13:00,0,14.3,73,12
22/04/2021 14:00,0,14,76,14
22/04/2021 15:00,0,14,79,18
22/04/2021 16:00,0,13.9,83,17
22/04/2021 17:00,0,14,83,15
22/04/2021 18:00,0,14,83,13
22/04/2021 19:00,0,13.7,85,12
22/04/2021 20:00,0,13.3,88,8
22/04/2021 21:00,0,13.2,89,4
22/04/2021 22:00,0,13.2,81,5
22/04/2021 23:00,0,12.8,81,5
23/04/2021 00:00,0,12.5,85,3
23/04/2021 01:00,0,11.9,77,6
23/04/2021 02:00,0,12.2,77,5
23/04/2021 03:00,0,12.2,78,3
23/04/2021 04:00,0,12.1,78,4
23/04/2021 05:00,0,12.1,82,3
23/04/2021 06:00,0,12.2,82,5
23/04/2021 07:00,0,13.3,68,6
23/04/2021 08:00,0,14.1,63,11
23/04/2021 09:00,0,14.9,57,23
23/04/2021 10:00,0,15.8,52,22
23/04/2021 11:00,0,16.8,46,19
23/04/2021 12:00,0,15.4,,15
23/04/2021 13:00,0,15.3,,18
23/04/2021 14:00,0,15.5,,14
23/04/2021 15:00,0,15.8,,16
23/04/2021 16:00,0,15.8,,18
23/04/2021 17:00,0,15.7,,10
23/04/2021 18:00,0,14.7,80,16
23/04/2021 19:00,0,15.2,71,6
23/04/2021 20:00,0,15.1,71,6
23/04/2021 21:00,0,15.1,73,2
23/04/2021 22:00,0,14.4,76,5
23/04/2021 23:00,0,14.1,72,5
24/04/2021 00:00,0,14,68,6
24/04/2021 01:00,0,13.9,64,7
24/04/2021 02:00,0,14,61,5
24/04/2021 03:00,0,13.5,58,4
24/04/2021 04:00,0,13.7,48,4
24/04/2021 05:00,0,13.7,44,9
24/04/2021 06:00,0,13.3,43,13
24/04/2021 07:00,0,13.1,45,12
24/04/2021 08:00,0,14.1,41,14
24/04/2021 09:00,0,15.9,39,11
24/04/2021 10:00,0,14.7,,9
24/04/2021 11:00,0,15,,12
24/04/2021 12:00,0,15.8,,13
24/04/2021 13:00,0,15.5,,10
24/04/2021 14:00,0,15.7,,10
24/04/2021 15:00,0,15.7,,18
24/04/2021 16:00,0,15.6,,19
24/04/2021 17:00,0,15.6,,10
24/04/2021 18:00,0,16.7,54,3
24/04/2021 19:00,0,16.1,52,3
24/04/2021 20:00,0,16.1,48,3
24/04/2021 21:00,0,15.4,64,5
24/04/2021 22:00,0,15.3,60,5
24/04/2021 23:00,0,14.5,62,3
25/04/2021 00:00,0,14.4,61,4
25/04/2021 01:00,0,13.8,63,4
25/04/2021 02:00,0,13.4,70,3
25/04/2021 03:00,0,13.4,66,3
25/04/2021 04:00,0,12.9,72,4
25/04/2021 05:00,0,12.4,72,5
25/04/2021 06:00,0,12.8,76,3
25/04/2021 07:00,0,12.8,70,4
25/04/2021 08:00,0,14,69,3
25/04/2021 09:00,0,13.9,72,4
25/04/2021 10:00,0,14.2,,5
25/04/2021 11:00,0,14.4,,5
25/04/2021 12:00,0,15.3,,4
25/04/2021 13:00,0,16.2,,4
25/04/2021 14:00,0,16.5,,5
25/04/2021 15:00,0,16.5,,3
25/04/2021 16:00,0,17.4,,5
25/04/2021 17:00,0,18,,4
25/04/2021 18:00,0,16.8,,4
25/04/2021 19:00,0,17.7,46,3
25/04/2021 20:00,0,17.8,52,4
25/04/2021 21:00,0,17,55,5
25/04/2021 22:00,0,16.6,54,8
25/04/2021 23:00,0,15.7,59,6
26/04/2021 00:00,0,16,64,6
26/04/2021 01:00,0,16.9,50,14
26/04/2021 02:00,0,16.4,52,28
26/04/2021 03:00,0,15.9,55,27
26/04/2021 04:00,0,15.2,54,38
26/04/2021 05:00,0,14.4,53,43
26/04/2021 06:00,0,13.5,51,50
26/04/2021 07:00,0,13.1,47,48
26/04/2021 08:00,0,13.2,46,49
26/04/2021 09:00,0,13.5,45,47
26/04/2021 10:00,0,14.1,41,46
26/04/2021 11:00,0,14.6,40,35
26/04/2021 12:00,0,14.6,42,31
26/04/2021 13:00,0,15.1,45,28
26/04/2021 14:00,0,16.4,39,26
26/04/2021 15:00,0,16,46,21
26/04/2021 16:00,0,16,48,20
26/04/2021 17:00,0,16.6,44,15
26/04/2021 18:00,0,14.5,,15
26/04/2021 19:00,0,13.8,,10
26/04/2021 20:00,0,14.6,51,11
26/04/2021 21:00,0,13.9,56,13
26/04/2021 22:00,0,13.7,57,13
26/04/2021 23:00,0,13.6,61,6
27/04/2021 00:00,0,12.6,67,14
27/04/2021 01:00,0,12.2,71,19
27/04/2021 02:00,0,12.1,67,21
27/04/2021 03:00,0,12,65,19
27/04/2021 04:00,0,12,65,21
27/04/2021 05:00,0,12.5,68,14
27/04/2021 06:00,0,12.7,66,10
27/04/2021 07:00,0,12.7,66,9
27/04/2021 08:00,0,12.3,67,12
27/04/2021 09:00,0,11.8,70,21
27/04/2021 10:00,0,12,70,22
27/04/2021 11:00,0,12.4,67,25
27/04/2021 12:00,0,12.5,67,31
27/04/2021 13:00,0,13.4,66,30
27/04/2021 14:00,0,13.2,65,30
27/04/2021 15:00,0,13.3,66,35
27/04/2021 16:00,0,13.2,64,34
27/04/2021 17:00,0,13.2,64,34
27/04/2021 18:00,0,12.9,65,35
27/04/2021 19:00,0,12.5,67,34
27/04/2021 20:00,0,11.9,68,36
27/04/2021 21:00,0,11.4,70,37
27/04/2021 22:00,0,11.1,71,37
27/04/2021 23:00,0,11.2,71,36
28/04/2021 00:00,0,11.4,69,34
28/04/2021 01:00,0,11.6,68,31
28/04/2021 02:00,0,11.7,68,29
28/04/2021 03:00,0,11.7,68,27
28/04/2021 04:00,0,11.8,68,22
28/04/2021 05:00,0,11.8,67,16
28/04/2021 06:00,0,11.6,68,15
28/04/2021 07:00,0,11.9,68,15
28/04/2021 08:00,0,12.6,66,13
28/04/2021 09:00,0,13.9,62,14
28/04/2021 10:00,0,15.3,60,14
28/04/2021 11:00,0,13.5,,12
28/04/2021 12:00,0,13.8,,12
28/04/2021 13:00,0,13.7,,10
28/04/2021 14:00,0,14.1,,11
28/04/2021 15:00,0,14.3,,7
28/04/2021 16:00,0,14.9,,6
28/04/2021 17:00,0,14.8,,8
28/04/2021 18:00,0,15.4,,7
28/04/2021 19:00,0,14.7,79,5
28/04/2021 20:00,0,14.7,80,4
28/04/2021 21:00,0,14.5,81,6
28/04/2021 22:00,0,14.5,82,9
28/04/2021 23:00,0,14.3,84,8
29/04/2021 00:00,0,14.3,85,8
29/04/2021 01:00,0,14.2,85,10
29/04/2021 02:00,0,14.2,84,9
29/04/2021 03:00,0,14,86,8
29/04/2021 04:00,1.2,13.2,91,5
29/04/2021 05:00,0.9,12.6,93,3
29/04/2021 06:00,1,13,95,4
29/04/2021 07:00,0.6,12.9,95,9
29/04/2021 08:00,1.3,13,96,9
29/04/2021 09:00,0.4,13.1,96,8
29/04/2021 10:00,0.4,13.4,97,4
29/04/2021 11:00,0,14.6,95,4
29/04/2021 12:00,0,14.5,91,8
29/04/2021 13:00,0,14.8,89,9
29/04/2021 14:00,0,15.2,86,8
29/04/2021 15:00,0,15.4,85,13
29/04/2021 16:00,0.1,15.3,88,17
29/04/2021 17:00,0,15.7,86,14
29/04/2021 18:00,0,15.3,89,17
29/04/2021 19:00,0,15.2,88,13
29/04/2021 20:00,0.9,15,91,14
29/04/2021 21:00,4.7,14.7,95,10
29/04/2021 22:00,2.3,14.9,90,8
29/04/2021 23:00,0.8,15.2,88,7
30/04/2021 00:00,1.7,15.5,85,11
30/04/2021 01:00,0.1,15.4,86,10
30/04/2021 02:00,0,15.6,85,10
30/04/2021 03:00,0,15.9,84,14
30/04/2021 04:00,0,16,84,12
30/04/2021 05:00,0,16.2,82,14
30/04/2021 06:00,0,16.1,83,12
30/04/2021 07:00,0,16.2,82,12
30/04/2021 08:00,0,16.6,79,12
30/04/2021 09:00,0,17.3,77,9
30/04/2021 10:00,0,17.9,72,8
30/04/2021 11:00,0,17.9,72,8
30/04/2021 12:00,0,16.7,82,10
30/04/2021 13:00,0,16.5,84,10
30/04/2021 14:00,0,17.2,76,13
30/04/2021 15:00,0,17.2,,15
30/04/2021 16:00,0,16.8,,18
30/04/2021 17:00,0,17,78,17
30/04/2021 18:00,0,17.1,79,15
30/04/2021 19:00,0,16.9,80,16
30/04/2021 20:00,0,16.8,83,17
30/04/2021 21:00,0,16.6,85,4
30/04/2021 22:00,0.2,16.6,84,3
30/04/2021 23:00,0.1,16.4,86,4
01/05/2021 00:00,0,16.7,88,3
01/05/2021 01:00,0.5,16.4,87,5
01/05/2021 02:00,1.3,15.7,87,12
01/05/2021 03:00,0,16,86,9
01/05/2021 04:00,0,16.1,83,9
01/05/2021 05:00,0,15.8,85,8
01/05/2021 06:00,0,15,87,4
01/05/2021 07:00,0,15.2,86,6
01/05/2021 08:00,0,15.8,83,4
01/05/2021 09:00,0,15.5,86,5
01/05/2021 10:00,0,15.7,,6
01/05/2021 11:00,0,17.4,,3
01/05/2021 12:00,0,17.4,,5
01/05/2021 13:00,0,17.6,,6
01/05/2021 14:00,0,17.9,,5
01/05/2021 15:00,0,18.1,,7
01/05/2021 16:00,0,18.1,,5
01/05/2021 17:00,0,18.7,74,5
01/05/2021 18:00,0,18.4,74,5
01/05/2021 19:00,0,20.8,64,14
01/05/2021 20:00,0.3,19.9,65,18
01/05/2021 21:00,1.5,17.8,80,16
01/05/2021 22:00,1.7,17,84,15
01/05/2021 23:00,8,15.9,91,10
02/05/2021 00:00,0.1,17.5,85,11
02/05/2021 01:00,1.7,17.9,81,21
02/05/2021 02:00,0,17.4,,24
02/05/2021 03:00,0.1,17,,30
02/05/2021 04:00,0,16.7,,32
02/05/2021 05:00,0.1,16.4,,25
02/05/2021 06:00,0,16.7,,19
02/05/2021 07:00,0,16.7,,13
02/05/2021 08:00,0.1,16.8,,8
02/05/2021 09:00,0.3,16.4,80,28
02/05/2021 10:00,0,16.5,70,29
02/05/2021 11:00,0,16.4,70,26
02/05/2021 12:00,0,16.3,70,26
02/05/2021 13:00,0,16.6,69,24
02/05/2021 14:00,0,17.1,67,23
02/05/2021 15:00,0,17.6,63,23
02/05/2021 16:00,0,17.7,56,26
02/05/2021 17:00,0,18.1,55,19
02/05/2021 18:00,0,18.3,51,20
02/05/2021 19:00,0,18.1,49,19
02/05/2021 20:00,0,18.1,47,17
02/05/2021 21:00,0,17.7,49,20
02/05/2021 22:00,0,17.1,52,19
02/05/2021 23:00,0,16.7,52,14
03/05/2021 00:00,0,16,55,13
03/05/2021 01:00,0,14.7,63,8
03/05/2021 02:00,0,12.6,62,34
03/05/2021 03:00,0,12,66,38
03/05/2021 04:00,0,11.8,66,39
03/05/2021 05:00,0,11,68,48
03/05/2021 06:00,0,10.5,71,53
03/05/2021 07:00,0.1,10.2,71,57
03/05/2021 08:00,0,11.1,69,47
03/05/2021 09:00,0,11.6,66,44
03/05/2021 10:00,0,13,60,42
03/05/2021 11:00,0,14.7,53,36
03/05/2021 12:00,0,15.6,46,27
03/05/2021 13:00,0,16.3,44,22
03/05/2021 14:00,0,16.6,43,15
03/05/2021 15:00,0,17.1,45,19
03/05/2021 16:00,0,18,40,15
03/05/2021 17:00,0,17.9,37,11
03/05/2021 18:00,0,16.3,61,18
03/05/2021 19:00,0,15.3,69,25
03/05/2021 20:00,0,15,69,11
03/05/2021 21:00,0,14.7,70,6
03/05/2021 22:00,0,14.2,72,5
03/05/2021 23:00,0,13.8,69,7
04/05/2021 00:00,0,13.8,61,8
04/05/2021 01:00,0,13.2,68,5
04/05/2021 02:00,0,12.4,71,4
04/05/2021 03:00,0,12.3,69,4
04/05/2021 04:00,0,11.9,68,5
04/05/2021 05:00,0,11.8,71,3
04/05/2021 06:00,0,11.1,74,5
04/05/2021 07:00,0,11.9,72,7
04/05/2021 08:00,0,13.8,65,3
04/05/2021 09:00,0,13.4,71,6
04/05/2021 10:00,0,13.6,,8
04/05/2021 11:00,0,14.5,,10
04/05/2021 12:00,0,15.4,,12
04/05/2021 13:00,0,15.1,66,14
04/05/2021 14:00,0,14.9,72,14
04/05/2021 15:00,0,15,77,14
04/05/2021 16:00,0,15.2,73,14
04/05/2021 17:00,0,16.6,70,15
04/05/2021 18:00,0,16.6,75,15
04/05/2021 19:00,0,17.4,62,12
04/05/2021 20:00,0,18,46,14
04/05/2021 21:00,0,17.5,49,9
04/05/2021 22:00,0,16.3,59,12
04/05/2021 23:00,0,15.7,64,10
05/05/2021 00:00,0,15.5,68,10
05/05/2021 01:00,0,15.2,70,10
05/05/2021 02:00,0,15,71,13
05/05/2021 03:00,0,15.1,72,17
05/05/2021 04:00,0,14.7,71,13
05/05/2021 05:00,0,14.3,71,13
05/05/2021 06:00,0,14.3,67,15
05/05/2021 07:00,0,14.4,68,13
05/05/2021 08:00,0,15.1,64,13
05/05/2021 09:00,0,15.5,67,14
05/05/2021 10:00,0,15.7,72,18
05/05/2021 11:00,0,16.3,65,21
05/05/2021 12:00,0,16.9,65,18
05/05/2021 13:00,0,16.7,64,22
05/05/2021 14:00,0,16.3,67,27
05/05/2021 15:00,0,17.2,52,30
05/05/2021 16:00,0,17.9,53,30
05/05/2021 17:00,0,18.7,52,26
05/05/2021 18:00,0,19,51,21
05/05/2021 19:00,0,19,54,24
05/05/2021 20:00,0,18.5,59,21
05/05/2021 21:00,0,16.9,69,26
05/05/2021 22:00,0,17.3,66,22
05/05/2021 23:00,0,17.4,65,23
